STATION,NAME,DATE,TAVG,TMAX,TMIN,PRCP,SNOW,CITY_x,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,CITY_y
USW00023183,"PHOENIX AIRPORT, AZ US",2022-03-28,77.0,83.0,65.0,0.02,,Phoenix,2.53,6.9,1.87,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-03-29,65.0,71.0,56.0,0.04,,Phoenix,5.27,6.98,2.36,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-03-30,64.0,80.0,54.0,0.0,,Phoenix,6.87,7.05,1.31,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-03-31,71.0,83.0,58.0,0.0,,Phoenix,6.98,7.11,1.25,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-01,52.0,66.0,40.0,0.0,,Phoenix,7.14,7.24,0.94,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-02,51.0,65.0,38.0,0.0,,Phoenix,7.01,7.26,0.82,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-03,71.0,74.0,57.0,0.09,,Phoenix,7.04,7.3,1.58,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-04,75.0,88.0,62.0,0.0,,Phoenix,7.18,7.2,1.04,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-05,80.0,93.0,67.0,0.0,,Phoenix,7.15,7.33,0.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-06,90.0,101.0,76.0,0.0,,Phoenix,7.65,7.77,0.94,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-07,96.0,105.0,84.0,0.0,,Phoenix,7.68,7.76,0.74,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-08,89.0,95.0,75.0,0.58,,Phoenix,7.63,7.77,0.96,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-09,98.0,109.0,88.0,0.0,,Phoenix,7.13,7.68,2.34,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-10,80.0,93.0,72.0,0.0,,Phoenix,7.4,7.71,1.84,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-11,54.0,64.0,45.0,0.0,,Phoenix,7.55,7.63,0.79,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-12,58.0,65.0,57.0,0.41,,Phoenix,7.74,7.9,0.98,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-13,63.0,76.0,49.0,0.0,,Phoenix,8.02,8.09,0.75,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-14,67.0,84.0,54.0,0.0,,Phoenix,7.87,7.96,0.84,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-15,73.0,89.0,57.0,0.0,,Phoenix,7.43,7.97,2.41,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-16,75.0,91.0,60.0,0.0,,Phoenix,7.78,7.92,1.11,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-17,77.0,92.0,61.0,0.0,,Phoenix,7.96,8.05,0.94,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-18,79.0,95.0,65.0,0.0,,Phoenix,7.49,7.89,1.5,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-19,83.0,99.0,69.0,0.0,,Phoenix,6.46,7.88,3.07,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-20,81.0,90.0,67.0,0.0,,Phoenix,7.88,7.9,0.84,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-21,79.0,94.0,65.0,0.0,,Phoenix,7.94,7.97,0.85,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-22,78.0,80.0,66.0,0.0,,Phoenix,7.73,7.99,1.4,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-23,69.0,82.0,58.0,0.0,,Phoenix,7.93,8.08,1.21,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-24,73.0,86.0,59.0,0.0,,Phoenix,8.25,8.37,0.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-25,76.0,92.0,59.0,0.0,,Phoenix,8.26,8.34,0.91,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-26,81.0,99.0,63.0,0.0,,Phoenix,6.89,8.22,4.25,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-27,83.0,94.0,68.0,0.0,,Phoenix,8.24,8.35,1.01,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-28,80.0,93.0,64.0,0.0,,Phoenix,8.34,8.41,0.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-29,78.0,90.0,64.0,0.0,,Phoenix,8.29,8.38,1.13,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-04-30,80.0,96.0,63.0,0.0,,Phoenix,8.35,8.43,0.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-01,52.0,66.0,41.0,0.0,,Phoenix,8.39,8.45,1.08,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-02,56.0,67.0,47.0,0.0,,Phoenix,8.16,8.21,1.11,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-03,61.0,71.0,53.0,0.0,,Phoenix,7.92,8.27,2.28,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-04,78.0,93.0,64.0,0.0,,Phoenix,8.52,8.6,0.85,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-05,82.0,96.0,68.0,0.0,,Phoenix,8.44,8.51,0.87,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-06,91.0,102.0,78.0,0.0,,Phoenix,8.34,8.47,1.29,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-07,96.0,105.0,87.0,0.0,,Phoenix,8.06,8.26,2.01,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-08,89.0,102.0,80.0,0.0,,Phoenix,8.43,8.45,0.86,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-09,98.0,109.0,88.0,0.0,,Phoenix,8.39,8.59,0.98,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-10,83.0,94.0,74.0,0.01,,Phoenix,8.43,8.56,1.17,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-11,57.0,70.0,48.0,0.0,,Phoenix,8.04,8.73,2.33,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-12,63.0,70.0,57.0,0.0,,Phoenix,8.88,8.91,0.86,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-13,78.0,96.0,62.0,0.0,,Phoenix,8.73,8.76,0.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-14,85.0,104.0,68.0,0.0,,Phoenix,8.69,8.8,1.2,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-15,89.0,105.0,71.0,0.0,,Phoenix,8.49,8.6,1.12,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-16,91.0,105.0,74.0,0.0,,Phoenix,8.82,8.85,0.8,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-17,89.0,102.0,73.0,0.0,,Phoenix,8.64,8.67,0.82,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-18,90.0,103.0,75.0,0.0,,Phoenix,8.72,8.75,0.84,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-19,88.0,101.0,75.0,0.0,,Phoenix,8.71,8.75,0.83,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-20,85.0,99.0,71.0,0.0,,Phoenix,8.68,8.74,0.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-21,83.0,93.0,70.0,0.0,,Phoenix,8.63,8.66,0.86,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-22,84.0,97.0,71.0,0.0,,Phoenix,8.81,8.88,0.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-23,85.0,97.0,69.0,0.0,,Phoenix,8.59,8.72,1.17,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-24,87.0,99.0,73.0,0.0,,Phoenix,8.68,8.73,0.99,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-25,89.0,103.0,75.0,0.0,,Phoenix,8.67,8.72,0.96,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-26,92.0,105.0,78.0,0.0,,Phoenix,8.68,8.72,0.96,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-27,93.0,106.0,79.0,0.0,,Phoenix,8.62,8.82,1.45,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-28,91.0,102.0,77.0,0.0,,Phoenix,8.27,8.74,2.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-29,87.0,95.0,77.0,0.0,,Phoenix,8.56,8.75,1.39,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-30,85.0,95.0,73.0,0.0,,Phoenix,8.83,8.92,1.09,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-05-31,85.0,97.0,72.0,0.0,,Phoenix,8.8,8.88,0.99,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-01,54.0,66.0,43.0,0.0,,Phoenix,8.99,9.04,0.73,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-02,54.0,73.0,38.0,0.0,,Phoenix,8.92,8.99,0.78,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-03,56.0,64.0,45.0,0.0,,Phoenix,8.2,8.88,1.78,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-04,81.0,95.0,65.0,0.0,,Phoenix,8.47,8.85,2.05,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-05,84.0,99.0,68.0,0.0,,Phoenix,8.39,8.55,1.43,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-06,93.0,105.0,79.0,0.0,,Phoenix,8.42,8.66,1.32,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-07,96.0,107.0,84.0,0.0,,Phoenix,8.28,8.65,0.88,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-08,96.0,108.0,86.0,0.0,,Phoenix,8.25,8.74,1.66,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-09,99.0,110.0,87.0,0.0,,Phoenix,7.83,8.36,2.54,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-10,85.0,94.0,76.0,0.0,,Phoenix,8.24,8.39,1.49,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-11,62.0,79.0,49.0,0.0,,Phoenix,7.86,8.47,1.57,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-12,61.0,68.0,55.0,0.0,,Phoenix,8.39,8.51,1.32,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-13,100.0,108.0,90.0,0.0,,Phoenix,8.66,8.72,1.08,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-14,95.0,105.0,82.0,0.0,,Phoenix,8.9,9.02,0.85,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-15,94.0,107.0,81.0,0.0,,Phoenix,8.92,8.98,0.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-16,96.0,113.0,81.0,0.0,,Phoenix,8.55,8.7,1.12,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-17,101.0,111.0,90.0,0.0,,Phoenix,8.57,8.74,1.38,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-18,96.0,98.0,82.0,0.0,,Phoenix,5.21,8.45,3.04,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-19,87.0,101.0,79.0,0.01,,Phoenix,8.85,8.98,0.95,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-20,90.0,103.0,75.0,0.0,,Phoenix,8.81,8.95,0.96,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-21,93.0,108.0,79.0,0.0,,Phoenix,7.98,8.64,1.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-22,95.0,107.0,86.0,0.0,,Phoenix,7.41,8.37,1.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-23,98.0,108.0,84.0,0.0,,Phoenix,7.67,8.38,1.48,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-24,93.0,108.0,85.0,0.0,,Phoenix,8.15,8.35,1.11,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-25,94.0,107.0,79.0,0.13,,Phoenix,8.12,8.48,1.31,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-26,95.0,107.0,80.0,0.18,,Phoenix,7.19,8.15,2.0,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-27,87.0,103.0,79.0,0.0,,Phoenix,8.17,8.25,1.24,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-28,96.0,107.0,87.0,0.0,,Phoenix,8.24,8.33,1.16,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-29,99.0,109.0,89.0,0.0,,Phoenix,7.14,8.3,1.88,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-06-30,94.0,105.0,87.0,0.0,,Phoenix,8.1,8.31,1.25,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-01,55.0,72.0,45.0,0.0,,Phoenix,8.39,8.49,0.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-02,63.0,72.0,51.0,0.0,,Phoenix,7.78,8.45,1.5,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-03,56.0,69.0,45.0,0.0,,Phoenix,8.41,8.62,1.3,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-04,81.0,94.0,66.0,0.0,,Phoenix,7.88,8.48,1.83,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-05,86.0,102.0,70.0,0.0,,Phoenix,8.33,8.55,1.38,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-06,95.0,107.0,77.0,0.0,,Phoenix,8.73,8.87,0.95,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-07,96.0,107.0,84.0,0.0,,Phoenix,8.43,8.62,1.47,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-08,97.0,105.0,88.0,0.0,,Phoenix,8.46,8.57,1.01,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-09,97.0,108.0,86.0,0.0,,Phoenix,8.4,8.5,1.26,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-10,83.0,93.0,75.0,0.0,,Phoenix,8.05,8.27,1.62,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-11,66.0,79.0,55.0,0.0,,Phoenix,7.96,8.29,1.89,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-12,59.0,65.0,51.0,0.0,,Phoenix,7.98,8.15,1.54,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-13,101.0,113.0,93.0,0.0,,Phoenix,7.71,8.12,1.59,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-14,101.0,111.0,88.0,0.0,,Phoenix,7.27,8.04,2.32,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-15,98.0,112.0,88.0,0.0,,Phoenix,6.88,8.02,2.06,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-16,102.0,114.0,92.0,0.0,,Phoenix,7.98,8.08,1.28,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-17,101.0,112.0,81.0,0.03,,Phoenix,8.06,8.11,1.1,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-18,95.0,108.0,82.0,0.01,,Phoenix,7.39,8.02,1.89,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-19,102.0,111.0,94.0,0.0,,Phoenix,7.47,8.14,3.32,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-20,101.0,111.0,91.0,0.0,,Phoenix,7.77,8.04,1.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-21,101.0,110.0,90.0,0.0,,Phoenix,7.16,7.99,3.03,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-22,103.0,114.0,95.0,0.0,,Phoenix,7.06,7.96,3.0,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-23,99.0,108.0,84.0,0.0,,Phoenix,6.5,7.91,2.19,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-24,93.0,100.0,80.0,0.0,,Phoenix,4.86,7.83,2.81,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-25,90.0,102.0,83.0,0.0,,Phoenix,6.14,7.7,2.32,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-26,88.0,99.0,77.0,0.17,,Phoenix,6.14,7.8,2.28,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-27,90.0,98.0,83.0,0.0,,Phoenix,5.76,7.78,3.01,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-28,89.0,92.0,79.0,0.0,,Phoenix,4.2,7.53,2.94,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-29,86.0,100.0,78.0,0.0,,Phoenix,6.18,7.67,2.52,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-30,92.0,104.0,79.0,0.0,,Phoenix,6.83,7.75,1.71,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-07-31,88.0,103.0,80.0,0.0,,Phoenix,6.89,7.73,1.97,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-01,57.0,68.0,47.0,0.0,,Phoenix,7.7,7.75,1.21,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-02,59.0,76.0,45.0,0.0,,Phoenix,7.44,7.86,1.61,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-03,56.0,66.0,44.0,0.0,,Phoenix,5.11,7.71,3.1,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-04,82.0,97.0,64.0,0.0,,Phoenix,4.61,7.49,2.7,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-05,87.0,96.0,74.0,0.0,,Phoenix,7.71,7.79,1.11,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-06,97.0,110.0,84.0,0.0,,Phoenix,7.62,7.76,1.34,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-07,99.0,112.0,87.0,0.0,,Phoenix,6.48,7.65,2.24,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-08,94.0,104.0,85.0,0.0,,Phoenix,7.2,7.56,1.66,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-09,94.0,104.0,85.0,0.0,,Phoenix,5.67,7.51,2.35,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-10,81.0,90.0,73.0,0.0,,Phoenix,5.99,7.55,2.24,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-11,66.0,81.0,54.0,0.0,,Phoenix,7.07,7.48,1.74,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-12,55.0,66.0,45.0,0.0,,Phoenix,4.88,7.41,1.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-13,87.0,104.0,81.0,0.0,,Phoenix,7.23,7.44,1.37,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-14,90.0,101.0,81.0,0.01,,Phoenix,5.92,7.36,1.71,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-15,88.0,102.0,79.0,0.0,,Phoenix,7.03,7.43,1.4,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-16,95.0,105.0,85.0,0.0,,Phoenix,7.14,7.43,1.46,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-17,96.0,106.0,84.0,0.0,,Phoenix,6.66,7.35,1.54,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-18,92.0,105.0,82.0,0.04,,Phoenix,7.03,7.32,1.49,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-19,88.0,99.0,78.0,0.04,,Phoenix,5.49,7.08,2.46,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-20,86.0,97.0,79.0,0.0,,Phoenix,6.61,7.22,1.93,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-21,87.0,97.0,76.0,0.1,,Phoenix,6.46,7.16,1.83,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-22,85.0,99.0,77.0,0.0,,Phoenix,7.04,7.19,1.13,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-23,94.0,105.0,85.0,0.0,,Phoenix,7.1,7.27,1.08,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-24,92.0,101.0,84.0,0.0,,Phoenix,6.83,7.13,1.57,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-25,93.0,103.0,84.0,0.0,,Phoenix,6.43,7.06,1.74,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-26,96.0,106.0,87.0,0.0,,Phoenix,6.96,7.08,1.27,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-27,96.0,106.0,86.0,0.0,,Phoenix,5.94,7.04,1.55,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-28,94.0,104.0,85.0,0.0,,Phoenix,7.02,7.07,1.02,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-29,97.0,108.0,89.0,0.0,,Phoenix,7.06,7.09,0.91,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-30,99.0,111.0,89.0,0.0,,Phoenix,7.17,7.16,0.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-08-31,99.0,109.0,89.0,0.0,,Phoenix,7.09,7.11,1.0,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-01,57.0,74.0,44.0,0.0,,Phoenix,6.96,6.97,0.96,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-02,63.0,79.0,48.0,0.0,,Phoenix,6.71,6.9,1.07,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-03,57.0,72.0,45.0,0.0,,Phoenix,6.87,6.95,1.06,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-04,81.0,97.0,65.0,0.0,,Phoenix,6.79,6.91,1.07,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-05,81.0,89.0,68.0,0.0,,Phoenix,6.94,7.01,0.92,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-06,98.0,109.0,84.0,0.0,,Phoenix,6.75,6.92,0.84,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-07,101.0,112.0,87.0,0.0,,Phoenix,6.72,6.76,1.03,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-08,89.0,98.0,76.0,0.14,,Phoenix,4.71,6.61,3.34,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-09,94.0,101.0,75.0,0.04,,Phoenix,4.77,6.5,3.06,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-10,78.0,91.0,69.0,0.0,,Phoenix,5.79,6.53,2.35,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-11,65.0,72.0,56.0,0.04,,Phoenix,6.47,6.51,1.08,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-12,55.0,66.0,45.0,0.0,,Phoenix,6.18,6.41,1.56,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-13,87.0,97.0,81.0,0.0,,Phoenix,5.78,6.49,2.07,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-14,87.0,98.0,78.0,0.0,,Phoenix,6.54,6.59,0.99,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-15,89.0,98.0,79.0,0.0,,Phoenix,6.51,6.57,0.91,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-16,88.0,98.0,80.0,0.0,,Phoenix,6.35,6.6,0.83,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-17,88.0,100.0,77.0,0.0,,Phoenix,6.51,6.68,0.91,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-18,88.0,102.0,74.0,0.0,,Phoenix,6.73,6.81,0.88,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-19,91.0,104.0,78.0,0.0,,Phoenix,6.48,6.59,0.86,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-20,92.0,97.0,81.0,0.0,,Phoenix,3.92,6.24,2.35,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-21,85.0,88.0,79.0,0.06,,Phoenix,2.58,6.06,1.65,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-22,82.0,93.0,77.0,0.01,,Phoenix,4.2,6.04,2.25,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-23,88.0,101.0,80.0,0.0,,Phoenix,5.37,6.02,1.42,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-24,88.0,103.0,78.0,0.0,,Phoenix,6.01,6.15,0.73,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-25,92.0,104.0,77.0,0.0,,Phoenix,6.3,6.28,0.73,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-26,92.0,105.0,77.0,0.0,,Phoenix,6.0,6.1,0.77,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-27,94.0,103.0,85.0,0.0,,Phoenix,5.97,6.02,0.82,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-28,92.0,102.0,82.0,0.0,,Phoenix,5.24,5.94,2.64,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-29,88.0,101.0,78.0,0.0,,Phoenix,5.71,5.91,1.34,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-09-30,87.0,98.0,76.0,0.0,,Phoenix,5.89,5.89,0.73,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-10-01,62.0,73.0,49.0,0.0,,Phoenix,5.81,5.81,0.72,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-10-02,66.0,81.0,50.0,0.0,,Phoenix,5.6,5.72,0.9,Phoenix
USW00023183,"PHOENIX AIRPORT, AZ US",2022-10-03,60.0,71.0,47.0,0.0,,Phoenix,5.13,5.71,1.15,Phoenix
