YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2017,6,3,6.8,5.47,8.06,3.54,0.59,1.78,0.36,16.67,129.34
2017,6,4,5.8,2.45,7.75,4.01,0.51,1.63,0.33,14.85,112.8
2017,6,5,7.84,9.42,8.4,1.43,0.68,2.1,0.42,19.05,146.26
2017,6,6,8.47,11.38,8.65,1.05,0.73,-999,0.41,20.33,156.77
2017,6,7,8.61,11.33,8.7,1.09,0.75,2.04,0.41,20.45,157.99
2017,6,8,8.2,10.03,8.67,1.19,0.71,2.05,0.41,19.8,151.45
2017,6,9,6.95,6.85,8.15,2.03,0.6,1.88,0.38,17.49,133.15
2017,6,10,8.12,8.67,8.56,1.89,0.7,2.21,0.45,19.98,152.13
2017,6,11,8.05,8.95,8.29,2.12,0.7,2.29,0.46,19.8,152.66
2017,6,12,7.82,8.85,8.21,1.89,0.67,2.23,0.45,19.32,149.31
2017,6,13,6.47,5.76,7.95,2.24,0.56,2.09,0.41,16.59,125.79
2017,6,14,4.92,3.93,7.78,2.14,0.42,1.66,0.34,12.98,97.45
2017,6,15,7.2,6.85,8.13,2.64,0.62,2.41,0.48,18.21,138.51
2017,6,16,5.66,5.24,8.17,2.33,0.48,1.82,0.37,14.98,111.3
2017,6,17,5.45,2.65,7.54,3.55,0.47,1.69,0.34,14.27,107.3
2017,6,18,7.14,6.69,8.34,2.64,0.62,2.21,0.44,18,136.1
2017,6,19,6.13,5.46,8.47,2.45,0.53,1.8,0.36,15.93,118.06
2017,6,20,6.54,7.28,8.56,1.58,0.56,1.79,0.36,16.6,124.53
2017,6,21,7.1,6.39,8.18,2.65,0.61,2.02,0.41,17.98,136.27
2017,6,22,5.08,3.18,7.85,2.85,0.44,1.71,0.34,13.72,100.8
2017,6,23,5.59,4.4,8.05,2.51,0.48,1.91,0.38,15.05,110.47
2017,6,24,7.93,9.54,8.71,1.97,0.69,2.25,0.45,19.44,148.33
2017,6,25,7.12,7.41,8.58,2.43,0.62,1.85,0.38,17.48,132.84
2017,6,26,6.51,6.12,8.47,2.65,0.56,1.62,0.32,16.12,122.14
2017,6,27,8.02,9.69,8.63,1.81,0.7,1.88,0.38,19.27,148.33
2017,6,28,3.31,1.34,7.91,2.47,0.29,0.96,0.2,9.4,67.45
2017,6,29,4.88,2.03,7.49,3.33,0.42,1.53,0.3,12.91,96.55
2017,6,30,4.63,2.68,7.56,3.02,0.4,1.42,0.28,12.12,91.45
2017,7,1,7.75,8.95,8.33,1.71,0.67,2.27,0.45,19.15,146.55
2017,7,2,8.07,9.71,8.42,1.33,0.7,2.27,0.45,20.04,152.89
2017,7,3,6.77,5.84,7.97,2.57,0.59,2.1,0.41,17.21,130.48
2017,7,4,5.7,2.59,7.78,3.98,0.5,1.84,0.37,14.71,111.64
2017,7,5,6.08,3.57,7.83,3.79,0.53,1.95,0.39,15.8,119.25
2017,7,6,7.62,8.28,7.95,1.83,0.66,2.26,0.45,18.93,146.09
2017,7,7,5.51,4.7,7.86,2.75,0.48,1.57,0.31,14.3,108.32
2017,7,8,8,9.56,8.47,1.77,0.7,2.3,0.46,19.58,149.85
2017,7,9,7.1,6.1,8.14,2.97,0.62,2.02,0.41,17.68,134.7
2017,7,10,3.33,1.53,7.51,2.25,0.29,1.15,0.23,9.59,69.01
2017,7,11,3.96,1.39,7.25,2.98,0.35,1.31,0.27,10.8,80.2
2017,7,12,2.3,0.87,7.58,1.73,0.2,0.83,0.16,7.01,49.1
2017,7,13,5.18,3.39,7.58,3,0.46,1.76,0.35,13.55,102.34
2017,7,14,5.72,4.98,8.19,2.3,0.51,1.98,0.39,14.98,110.02
2017,7,15,7.21,6.97,8.04,2.64,0.64,2.08,0.41,17.45,135.7
2017,7,16,4.12,2.43,7.69,2.62,0.37,1.41,0.28,11.49,83.21
2017,7,17,7.78,8.42,8.11,1.7,0.7,2.16,0.43,18.46,142.45
2017,7,18,8.08,9.48,8.12,1.4,0.72,2.4,0.48,19.23,149.05
2017,7,19,6.62,6.19,7.49,2.34,0.59,2.13,0.42,16.88,130.07
2017,7,20,4.59,2.64,7.31,2.46,0.41,1.78,0.35,12.55,92.55
2017,7,21,5.66,3.42,7.44,3.27,0.51,2.02,0.4,15.14,113.49
2017,7,22,5.6,4.21,7.55,2.53,0.51,2.14,0.42,14.97,111.61
2017,7,23,6.52,5.7,7.63,2.24,0.59,2.33,0.45,16.57,125.91
2017,7,24,6.25,5.61,7.97,2.72,0.57,1.92,0.38,15.84,119.15
2017,7,25,7.64,8.9,8.02,1.54,0.7,-999,0.43,18.69,143.39
2017,7,26,4.86,1.93,7.18,3.5,0.45,1.58,0.31,12.59,95.5
2017,7,27,4.93,3.48,6.98,2.69,0.45,1.64,0.33,12.84,97.47
2017,7,28,7.54,8.98,7.87,1.46,0.7,2.36,0.46,18.66,143.02
2017,7,29,8.1,10.98,8.16,1.01,0.75,2.45,0.48,19.35,149.35
2017,7,30,7.18,8.67,7.85,1.67,0.66,2.16,0.43,17.55,135.53
2017,7,31,6.9,7.45,7.65,2.07,0.64,2.05,0.41,16.66,129.74
2017,8,1,5.39,3.6,7.22,2.96,0.5,1.73,0.34,13.73,104.43
2017,8,2,6.24,4.99,7.12,3.08,0.59,1.79,0.36,15.09,118.81
2017,8,3,4.41,2.43,6.52,2.81,0.41,1.23,0.25,10.91,84.88
2017,8,4,2.76,1.71,7.7,1.89,0.26,0.92,0.19,8.09,56.28
2017,8,5,6.2,5.08,7.43,2.88,0.59,1.64,0.33,15.2,117.07
2017,8,6,3.89,1.96,6.66,2.52,0.37,1.19,0.23,10.3,76.84
2017,8,7,5.27,4.33,7.01,2.65,0.51,1.48,0.3,12.88,100.09
2017,8,8,7.28,9.35,7.63,1.34,0.7,1.88,0.38,17.34,134.96
2017,8,9,6.61,7.28,7.47,2.22,0.64,1.7,0.34,16.05,124.5
2017,8,10,6.36,6.18,7.11,2.29,0.62,1.7,0.34,15.42,120.18
2017,8,11,5.86,5.39,7.11,2.15,0.57,1.6,0.32,14.4,111.05
2017,8,12,6.6,7.51,7.42,2.18,0.65,1.72,0.34,15.93,123.42
2017,8,13,5.78,4.03,7.22,3.34,0.57,1.62,0.32,14.23,108.7
2017,8,14,5.58,4.62,6.94,2.8,0.55,1.58,0.31,13.7,106.35
2017,8,15,6.28,5.75,6.9,2.52,0.62,1.76,0.35,15.36,119.65
2017,8,16,5.31,4.7,6.43,2.12,0.53,-999,0.32,13.16,102.47
2017,8,17,4.52,2.86,6.8,2.71,0.45,1.62,0.32,12.2,89.41
2017,8,18,5.99,5.81,6.93,2.38,0.6,1.81,0.36,14.66,113.59
2017,8,19,6.94,8.83,6.94,1.29,0.7,1.88,0.38,16.46,129.59
2017,8,20,4.89,3.35,6.54,2.64,0.5,1.45,0.29,12.34,94.26
2017,8,21,5.24,3.03,6.38,3.17,0.54,1.68,0.33,13.41,102.74
2017,8,22,4.85,4.31,6.69,2.26,0.5,1.52,0.3,12.5,93.78
2017,8,23,6.32,7.77,6.96,1.51,0.66,1.7,0.34,15.01,116.64
2017,8,24,5.84,6.06,6.62,2.19,0.61,1.59,0.31,14.04,110.03
2017,8,25,6.69,8.35,6.76,1.45,0.7,1.62,0.33,15.36,122.1
2017,8,26,5.36,3.69,6.25,2.92,0.56,1.43,0.28,12.77,100.1
2017,8,27,3.59,1.76,6.38,2.5,0.38,1.12,0.22,9.81,71.47
2017,8,28,4.71,3.18,6.22,2.47,0.51,1.33,0.27,11.92,91.1
2017,8,29,4.09,3.27,6.27,2.1,0.44,1.08,0.22,10.39,78.77
2017,8,30,5.64,6.38,6.43,1.8,0.61,1.49,0.3,13.67,106.73
2017,8,31,4.89,3.74,6.16,2.54,0.53,1.35,0.27,11.82,91.65
2017,9,1,5.86,4.31,6.88,3.14,0.64,1.59,0.31,13.86,106.72
2017,9,2,5.77,7.04,6.62,1.54,0.64,1.54,0.3,13.64,106
2017,9,3,6.05,7.3,6.27,1.55,0.67,1.52,0.3,13.98,111.45
2017,9,4,3.55,2.52,4.72,1.85,0.4,0.8,0.16,7.56,65.43
2017,9,5,5.38,6.31,6.41,1.53,0.61,1.39,0.28,12.96,99.8
2017,9,6,4.76,4.92,6.22,2.04,0.54,1.03,0.2,11.38,88.3
2017,9,7,4,2.97,6.08,2.38,0.46,0.93,0.19,9.98,75.8
2017,9,8,4.03,3.32,6.05,1.98,0.46,1.05,0.21,10.05,76.32
2017,9,9,6.1,8.2,6.08,1.18,0.71,1.37,0.28,13.95,111.59
2017,9,10,6.16,8.8,6.14,1.09,0.72,1.35,0.27,13.63,110.44
2017,9,11,5.01,4.79,5.73,2.26,0.59,1.2,0.23,11.21,91.02
2017,9,12,5.19,4.07,5.89,2.65,0.62,1.39,0.27,11.8,93.99
2017,9,13,1.9,0.95,5.35,1.38,0.23,0.7,0.13,5.55,38.99
2017,9,14,4.78,5.01,5.62,1.82,0.58,1.29,0.26,11.54,90.48
2017,9,15,5.5,7.26,5.56,1.29,0.67,-999,0.27,12.55,101.62
2017,9,16,4.98,5.58,5.26,1.79,0.61,1.23,0.24,11.38,92.41
2017,9,17,3.92,3.59,5.12,1.73,0.48,1.1,0.22,9.54,75.02
2017,9,18,5,4.83,5.31,2.13,0.62,1.32,0.26,11.63,93.1
2017,9,19,3.83,3.31,5.2,2.01,0.48,1.13,0.22,9.73,74.45
2017,9,20,5.16,6.95,5.26,1.31,0.66,1.27,0.25,12.12,97.7
2017,9,21,4.77,4.82,4.96,1.95,0.61,1.22,0.24,11.2,90.18
2017,9,22,5.06,6.6,5.03,1.37,0.66,1.24,0.25,11.8,95.55
2017,9,23,5.26,7.83,5.26,1.01,0.69,1.3,0.27,12.38,99.49
2017,9,24,5.23,7.9,5.28,0.96,0.69,1.38,0.27,12.34,98.74
2017,9,25,4.76,6.29,5.07,1.51,0.63,1.27,0.25,11.27,90.19
2017,9,26,4.46,5.08,4.75,1.67,0.6,1.21,0.23,10.46,83.97
2017,9,27,3.62,2.04,5.17,2.44,0.49,1.19,0.23,9.21,68.93
2017,9,28,4.81,7.31,5.29,1.09,0.66,1.32,0.26,11.2,89.29
2017,9,29,5.21,8.39,5.31,0.98,0.72,1.29,0.26,11.78,95.11
2017,9,30,5.48,9.64,5.42,0.62,0.77,1.2,0.24,11.98,97.47
2017,10,1,4.35,3.68,5.19,2.33,0.61,1.08,0.21,10.17,79.51
2017,10,2,3.89,2.99,4.76,2.29,0.55,0.95,0.19,9.55,74.33
2017,10,3,2.37,1.61,4.53,1.57,0.34,0.67,0.13,6.45,46.8
2017,10,4,1.57,1.03,4.4,1.05,0.23,0.49,0.09,4.55,31.86
2017,10,5,3.9,4.32,4.37,1.57,0.57,0.97,0.2,9.2,73.34
2017,10,6,1.23,0.51,4.01,0.96,0.18,0.45,0.09,3.77,25.95
2017,10,7,2.85,2.54,4.38,1.53,0.42,0.83,0.16,7.37,55.48
2017,10,8,4.63,8.38,4.81,0.69,0.7,-999,0.2,10.29,84.48
2017,10,9,4.54,7.63,4.63,0.81,0.7,1.08,0.22,10.34,84.18
2017,10,10,2.11,1.07,4.01,1.59,0.33,0.68,0.13,5.81,41.85
2017,10,11,0.89,0.43,4.19,0.69,0.14,0.32,0.06,2.84,18.62
2017,10,12,1.01,0.47,4.22,0.79,0.16,0.34,0.06,3.13,20.63
2017,10,13,4.2,6.61,4.31,0.92,0.66,0.91,0.19,9.73,79.05
2017,10,14,1.03,0.5,3.91,0.81,0.16,0.33,0.06,3.13,21.27
2017,10,15,1.64,0.79,4.23,1.26,0.27,0.49,0.09,4.62,32.18
2017,10,16,4.49,8.71,4.45,0.59,0.74,0.77,0.16,9.62,80.41
2017,10,17,4.19,8.28,4.34,0.58,0.7,-999,0.14,9.15,76.19
2017,10,18,4.11,7.95,4.28,0.65,0.69,-999,0.14,8.87,74.02
2017,10,19,4.01,6.22,4.13,1.1,0.68,0.77,0.16,8.99,74.13
2017,10,20,3.93,6.47,4.04,1.1,0.68,0.74,0.15,8.64,71.91
2017,10,21,2.87,2.56,3.91,1.7,0.5,0.65,0.13,7.04,54.52
2017,10,22,1.37,0.75,3.51,1.06,0.24,0.36,0.07,3.9,27.28
2017,10,23,0.65,0.41,3.68,0.51,0.12,0.16,0.03,2,13.12
2017,10,24,1.01,0.54,3.91,0.8,0.18,0.27,0.05,3.05,20.37
2017,10,25,3.52,5.63,3.98,1.21,0.64,0.55,0.11,7.64,62.63
2017,10,26,3.22,2.85,3.79,1.99,0.59,0.54,0.11,7.38,58.85
2017,10,27,1.8,0.98,3.89,1.4,0.34,0.4,0.08,4.78,33.84
2017,10,28,1.46,1.35,3.82,0.97,0.27,0.3,0.06,3.75,26.79
2017,10,29,3.85,8.16,3.86,0.57,0.73,0.52,0.1,8,67.8
2017,10,30,2.36,1.96,3.72,1.51,0.45,0.41,0.09,5.66,42.9
2017,10,31,2.46,1.8,3.8,1.68,0.48,0.44,0.09,5.8,43.92
2017,11,1,1.15,0.55,3.42,0.94,0.23,0.26,0.05,3.25,22.34
2017,11,2,0.71,0.48,3.17,0.52,0.14,0.17,0.04,2.1,14.13
2017,11,3,2.48,2.39,3.39,1.6,0.5,0.46,0.09,5.68,45.09
2017,11,4,0.63,0.48,2.97,0.46,0.12,0.15,0.03,1.73,12.1
2017,11,5,0.71,0.4,2.86,0.56,0.15,0.16,0.03,2.16,14.78
2017,11,6,2.3,2.49,3.25,1.45,0.48,0.38,0.08,5.18,41.12
2017,11,7,2.19,2.16,3.2,1.39,0.46,0.38,0.08,5.08,39.71
2017,11,8,3.43,7.93,3.37,0.47,0.73,0.45,0.09,6.86,59.84
2017,11,9,2.59,4.01,3.24,1.2,0.56,0.34,0.07,5.57,45.93
2017,11,10,2.15,2.17,3.37,1.38,0.47,0.34,0.07,4.88,38.09
2017,11,11,1.32,0.62,3.07,1.08,0.29,0.24,0.05,3.46,24.84
2017,11,12,0.68,0.35,2.54,0.55,0.16,0.14,0.03,1.91,13.32
2017,11,13,2.09,2.42,2.98,1.23,0.47,0.28,0.05,4.59,37.16
2017,11,14,2.24,2.66,3,1.24,0.51,0.37,0.08,4.99,40.41
2017,11,15,0.58,0.75,2.67,0.4,0.13,0.1,0.02,1.55,11.06
2017,11,16,1.1,0.95,3.11,0.84,0.26,0.19,0.04,2.95,20.56
2017,11,17,1.26,0.72,2.76,1.03,0.3,0.21,0.05,3.21,23.59
2017,11,18,0.35,0.27,2.69,0.25,0.09,0.07,0.02,1.02,6.77
2017,11,19,2.7,5.35,3.06,0.82,0.65,0.34,0.07,5.57,47.05
2017,11,20,2.94,7.13,2.92,0.49,0.71,0.32,0.06,5.87,51.84
2017,11,21,0.7,0.5,2.79,0.56,0.17,0.1,0.02,1.96,13.49
2017,11,22,2.92,6.91,2.96,0.44,0.72,0.3,0.06,5.72,50.5
2017,11,23,2.58,5.78,2.75,0.56,0.64,-999,0.05,5.23,45.98
2017,11,24,2.74,6.61,2.69,0.45,0.69,0.35,0.07,5.64,49.88
2017,11,25,2.86,7.31,2.85,0.4,0.73,0.34,0.07,5.64,50.17
2017,11,26,2.71,6.2,2.78,0.65,0.7,0.32,0.06,5.39,47.62
2017,11,27,2.19,2.18,2.59,1.47,0.56,0.33,0.07,4.8,39.93
2017,11,28,1.43,1.7,2.55,0.92,0.38,0.3,0.06,3.52,26.79
2017,11,29,2.76,6.91,2.75,0.46,0.73,0.38,0.08,5.3,47.42
2017,11,30,2.68,6.65,2.69,0.42,0.71,0.34,0.07,5.27,46.98
2017,12,1,2.67,6.79,2.65,0.43,0.71,0.3,0.06,5.25,46.99
2017,12,2,2.41,4.75,2.52,0.81,0.65,0.27,0.05,4.85,42.33
2017,12,3,2.53,6.19,2.51,0.51,0.69,0.26,0.05,4.96,44.55
2017,12,4,1.26,0.58,2.26,1.06,0.34,0.2,0.04,3.25,23.91
2017,12,5,1.85,2.32,2.66,1.2,0.51,0.24,0.05,4.07,32.53
2017,12,6,2.62,6.81,2.58,0.45,0.72,0.21,0.04,4.94,44.64
2017,12,7,1.89,4.02,2.63,0.76,0.52,0.17,0.03,3.82,32.21
2017,12,8,2.64,7.32,2.6,0.37,0.73,0.21,0.04,4.97,45.14
2017,12,9,0.93,0.98,2.54,0.61,0.26,0.09,0.02,2.16,16.18
2017,12,10,2.08,3.86,2.4,0.76,0.59,0.19,0.04,4.21,36.25
2017,12,11,1.16,0.56,2.26,0.98,0.33,0.13,0.02,2.89,21.27
2017,12,12,2.13,5.16,2.61,0.56,0.6,0.15,0.03,4.1,35.84
2017,12,13,0.84,0.47,2.18,0.7,0.23,0.1,0.02,2.18,15.66
2017,12,14,1.81,1.65,2.48,1.27,0.52,0.16,0.03,3.84,31.23
2017,12,15,1.61,1.9,2.48,0.98,0.46,0.16,0.03,3.6,28.4
2017,12,16,2.36,5.86,2.34,0.51,0.67,0.18,0.03,4.52,40.95
2017,12,17,0.94,0.93,2.19,0.63,0.27,0.1,0.02,2.2,16.91
2017,12,18,0.88,1.28,2.2,0.52,0.25,0.1,0.02,2.03,15.84
2017,12,19,1.82,2.42,2.32,1.04,0.52,0.18,0.04,4,32.89
2017,12,20,2.1,3.73,2.4,0.91,0.6,0.22,0.05,4.33,37.04
2017,12,21,1.04,0.59,2.16,0.85,0.3,0.14,0.03,2.62,19.24
2017,12,22,0.96,0.64,2.03,0.74,0.27,0.11,0.02,2.32,17.45
2017,12,23,2.26,5.12,2.44,0.64,0.65,0.2,0.04,4.38,38.7
2017,12,24,0.53,0.31,2.42,0.44,0.15,0.06,0.02,1.51,10.27
2017,12,25,2.14,5.12,2.58,0.48,0.61,0.13,0.02,4.02,35.66
2017,12,26,1.52,2.7,2.56,0.76,0.43,0.11,0.02,3.1,25.48
2017,12,27,2.02,4.65,2.63,0.59,0.58,0.14,0.02,3.82,33.5
2017,12,28,1.03,0.97,2.49,0.75,0.3,0.11,0.02,2.45,18.25
2017,12,29,0.6,0.37,2.48,0.49,0.17,0.06,0.02,1.62,11.2
2017,12,30,2,4.84,2.62,0.59,0.56,0.14,0.02,3.8,33.7
2017,12,31,1.58,3.21,2.61,0.69,0.45,0.12,0.02,3.2,26.66
2018,1,1,2.15,3.51,2.73,1.16,0.6,0.15,0.03,4.39,36.06
2018,1,2,2.23,3.54,2.74,1.13,0.62,0.17,0.03,4.54,37.84
2018,1,3,1.16,1.17,2.6,0.87,0.32,0.11,0.02,2.71,20.33
2018,1,4,2.36,4.52,2.78,0.98,0.65,0.18,0.04,4.8,39.48
2018,1,5,2.41,4.62,2.8,0.99,0.66,0.2,0.04,4.81,40.09
2018,1,6,2.45,4.79,2.78,0.97,0.66,0.18,0.03,4.84,40.9
2018,1,7,0.83,0.52,2.24,0.67,0.23,0.09,0.02,2.08,15.38
2018,1,8,2.18,3.78,2.65,0.93,0.59,0.22,0.05,4.64,38.06
2018,1,9,1.51,0.83,2.53,1.23,0.4,0.2,0.04,3.62,27.59
2018,1,10,0.79,0.6,2.45,0.6,0.21,0.11,0.02,2.09,15.13
2018,1,11,0.8,0.77,2.34,0.59,0.21,0.14,0.03,2.16,15.55
2018,1,12,0.85,0.5,2.78,0.7,0.22,0.13,0.02,2.25,15.8
2018,1,13,2.43,5.92,2.95,0.71,0.62,0.23,0.05,4.69,40.29
2018,1,14,2.23,4.11,2.79,0.95,0.57,0.17,0.03,4.38,37.31
2018,1,15,1.07,0.87,2.76,0.84,0.27,0.11,0.02,2.62,18.95
2018,1,16,1.73,2.43,2.77,1.01,0.44,0.14,0.02,3.65,29.52
2018,1,17,2.75,5.23,2.93,0.94,0.69,0.21,0.04,5.7,47.54
2018,1,18,2.86,6.16,2.94,0.79,0.7,0.3,0.05,5.95,50.09
2018,1,19,2.22,1.92,2.84,1.64,0.54,0.26,0.05,4.95,39.59
2018,1,20,2.16,2.5,2.62,1.3,0.52,0.27,0.05,4.61,38.2
2018,1,21,0.7,0.55,2.52,0.53,0.16,0.12,0.02,1.87,13.03
2018,1,22,0.83,0.8,2.57,0.62,0.2,0.1,0.02,2.09,15.19
2018,1,23,0.98,0.98,2.93,0.75,0.23,0.12,0.02,2.51,17.99
2018,1,24,1.11,1.06,3.07,0.82,0.26,0.12,0.02,2.76,20.12
2018,1,25,2.93,5.37,2.97,0.83,0.67,0.24,0.05,5.85,50.74
2018,1,26,2.8,5.33,3.08,0.81,0.64,0.31,0.06,5.72,48.78
2018,1,27,3.07,6.24,3.14,0.76,0.7,0.34,0.07,6.22,53.48
2018,1,28,2.77,5.43,3.16,0.82,0.62,0.27,0.05,5.63,48.13
2018,1,29,1.42,0.94,3.35,1.09,0.31,0.17,0.03,3.49,25.29
2018,1,30,3.31,6.87,3.36,0.69,0.72,0.27,0.05,6.46,56.16
2018,1,31,1.48,0.89,3.05,1.17,0.32,0.2,0.04,3.69,27.34
2018,2,1,3.27,5.76,3.56,1.16,0.7,0.33,0.06,6.62,55.48
2018,2,2,3.63,8.49,3.65,0.46,0.77,0.33,0.06,6.98,60.6
2018,2,3,1.49,0.59,3.25,1.26,0.31,0.21,0.04,3.91,28.22
2018,2,4,0.98,0.59,3.5,0.78,0.2,0.15,0.03,2.62,18.82
2018,2,5,1.63,1.32,3.66,1.08,0.33,0.17,0.03,3.91,29.63
2018,2,6,2.19,1.51,3.7,1.57,0.44,0.3,0.06,5.23,39.73
2018,2,7,1.94,1.62,3.75,1.29,0.38,0.28,0.05,4.56,34.17
2018,2,8,2,1.22,3.65,1.45,0.39,0.3,0.06,4.95,36.45
2018,2,9,1.08,0.44,3.13,0.89,0.21,0.21,0.04,3.02,21.52
2018,2,10,0.99,0.42,3.53,0.81,0.19,0.18,0.04,2.83,19.58
2018,2,11,1.07,0.46,3.73,0.87,0.2,0.2,0.04,3.11,21.52
2018,2,12,2.98,4.85,4,0.87,0.55,0.38,0.08,6.38,52.34
2018,2,13,1.61,0.68,3.73,1.29,0.3,0.33,0.06,4.18,30.5
2018,2,14,3.02,2.63,3.72,1.82,0.55,0.46,0.09,6.89,54.92
2018,2,15,0.86,0.37,3.31,0.7,0.16,0.18,0.04,2.45,17.46
2018,2,16,2.46,3.51,4.28,1.24,0.44,0.46,0.09,5.73,43.62
2018,2,17,1.84,0.75,4.06,1.51,0.33,0.34,0.07,4.75,34.47
2018,2,18,2.34,0.97,4.14,1.92,0.41,0.33,0.07,5.59,42.05
2018,2,19,0.83,0.35,3.62,0.67,0.14,0.18,0.04,2.46,16.98
2018,2,20,0.97,0.42,3.59,0.78,0.16,0.23,0.05,2.86,19.78
2018,2,21,2.28,0.92,4.35,1.87,0.38,0.53,0.11,5.93,43.18
2018,2,22,3.04,2.3,4.17,2.01,0.51,0.65,0.13,7.32,56.58
2018,2,23,1.23,0.54,4.18,0.98,0.2,0.31,0.06,3.51,24.21
2018,2,24,1.83,0.78,3.94,1.47,0.3,0.48,0.09,4.88,35.5
2018,2,25,4.61,7.97,4.7,0.92,0.74,0.84,0.17,9.81,80.44
2018,2,26,4.73,8.93,4.67,0.66,0.75,0.74,0.15,9.94,82.7
2018,2,27,4.27,5.84,4.59,1.61,0.67,0.66,0.13,9.41,76.3
2018,2,28,2.08,1.59,4.29,1.42,0.33,0.38,0.08,5.34,39.29
2018,3,1,1.47,1.42,4.3,0.94,0.23,0.26,0.05,3.73,27.6
2018,3,2,4.8,8.12,4.94,1.05,0.73,0.62,0.12,10.09,83.25
2018,3,3,5.02,9.36,4.96,0.58,0.76,0.7,0.14,10.52,87.66
2018,3,4,5.06,9.39,5,0.61,0.76,0.77,0.16,10.65,88.55
2018,3,5,2.16,1.02,4.7,1.67,0.32,0.47,0.09,5.65,40.66
2018,3,6,2.55,1.77,4.96,1.71,0.38,0.45,0.09,6.3,46.59
2018,3,7,3.67,4.32,5.2,1.6,0.53,0.54,0.11,8.22,63.91
2018,3,8,4.28,6.01,5.3,1.58,0.61,0.57,0.11,9.4,74.87
2018,3,9,5.26,8.72,5.29,0.83,0.74,0.65,0.12,11.05,90.91
2018,3,10,4.95,7.49,5.31,1.22,0.7,-999,0.12,10.6,86.21
2018,3,11,4.69,5.83,5.27,1.83,0.65,0.61,0.12,10.29,82.72
2018,3,12,3.19,3.09,5.28,1.59,0.44,0.44,0.09,7.25,56.09
2018,3,13,3.61,3.94,5.55,1.84,0.49,0.58,0.12,8.42,64.36
2018,3,14,5.4,8.26,5.64,1.17,0.73,0.73,0.14,11.65,94.2
2018,3,15,5.49,9.26,5.64,0.77,0.73,-999,0.15,11.83,96.35
2018,3,16,4.09,2.06,5.78,2.93,0.54,0.7,0.14,9.78,73.55
2018,3,17,3.53,4.2,5.48,1.44,0.46,0.66,0.13,8.5,65.17
2018,3,18,5.68,8.49,5.8,1.03,0.73,0.84,0.16,12.24,99.14
2018,3,19,5.07,4.73,5.77,2.31,0.65,0.92,0.19,11.45,90.3
2018,3,20,4.22,2.01,5.59,3.05,0.54,0.76,0.16,9.73,75.52
2018,3,21,5.67,7.41,5.98,1.49,0.72,0.88,0.17,12.38,98.93
2018,3,22,6.01,9.46,5.96,0.81,0.75,0.84,0.16,12.9,105.11
2018,3,23,5.89,8.03,6.08,1.22,0.73,0.91,0.18,12.91,103.48
2018,3,24,1.62,0.58,5.89,1.3,0.2,0.41,0.08,4.9,33.07
2018,3,25,5.69,6.53,6.26,2.23,0.7,1.01,0.2,12.41,98.84
2018,3,26,3.6,2.45,5.73,2.34,0.44,0.84,0.16,8.73,66.77
2018,3,27,1.23,0.51,5.68,0.92,0.15,0.45,0.09,3.81,25.66
2018,3,28,3.34,1.17,5.86,2.65,0.4,0.98,0.2,8.81,64.5
2018,3,29,1.53,0.57,5.52,1.19,0.18,0.47,0.09,4.52,31.48
2018,3,30,5.46,5.27,6.39,2.3,0.64,1.16,0.23,12.48,97.76
2018,3,31,2.64,1.7,5.82,1.75,0.3,0.55,0.11,6.8,50.06
2018,4,1,3.67,2.82,6.32,2.38,0.42,0.73,0.15,9,67.97
2018,4,2,4.75,3.73,6.05,2.81,0.54,0.88,0.17,10.52,83.95
2018,4,3,1.08,0.52,5.62,0.8,0.12,0.34,0.07,3.25,22.8
2018,4,4,4.38,4.17,6.87,2.14,0.49,1.02,0.2,10.44,78.16
2018,4,5,3.86,2.57,6.17,2.49,0.43,0.75,0.15,9.17,70.98
2018,4,6,3.57,1.62,6.8,2.68,0.4,0.79,0.16,9.37,67.48
2018,4,7,7.18,10.97,7.16,0.78,0.79,1.2,0.24,15.61,123.98
2018,4,8,5.6,5.67,6.84,2.39,0.61,0.91,0.18,12.66,98.82
2018,4,9,3.01,1.78,6.64,1.93,0.33,0.73,0.14,7.84,56.27
2018,4,10,5.05,5.19,7.02,2.1,0.55,0.94,0.19,11.77,90.06
2018,4,11,5.68,5.22,6.35,2.42,0.61,1,0.2,12.94,103.12
2018,4,12,5.52,5.17,6.49,2.3,0.59,1.23,0.25,13.34,103.35
2018,4,13,2.76,1.37,5.65,1.99,0.29,0.65,0.12,6.7,52.46
2018,4,14,1.44,0.63,5.78,1.07,0.15,0.42,0.09,4.1,29.94
2018,4,15,1.51,0.67,6.72,1.13,0.16,0.49,0.09,4.65,31.6
2018,4,16,2.61,0.95,7.33,2.03,0.27,0.7,0.13,7.6,51.62
2018,4,17,5.95,6.2,7.32,2.44,0.62,1.29,0.26,13.88,106.93
2018,4,18,1.7,0.92,6.8,1.24,0.17,0.53,0.1,4.88,33.79
2018,4,19,7.6,10.75,7.62,1.09,0.77,1.56,0.31,17.01,133.86
2018,4,20,7.6,10.72,7.63,1.09,0.77,1.6,0.32,16.91,133.62
