YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2015,1,1,2.51,5.78,2.55,0.59,0.7,0.23,0.05,4.97,43.59
2015,1,2,2.15,2.5,2.49,1.38,0.6,0.27,0.05,4.59,38.39
2015,1,3,0.45,0.33,2.33,0.36,0.12,0.08,0.02,1.28,8.66
2015,1,4,0.65,0.55,2.47,0.51,0.18,0.1,0.02,1.74,12.16
2015,1,5,1.56,1.4,2.74,1.19,0.43,0.15,0.03,3.59,27.36
2015,1,6,1.96,2.35,2.71,1.16,0.53,0.19,0.04,4.15,33.88
2015,1,7,2.16,4.7,2.85,0.67,0.59,0.19,0.04,4.31,35.77
2015,1,8,0.95,0.53,2.65,0.78,0.26,0.09,0.02,2.36,17.74
2015,1,9,2.48,5.6,2.86,0.9,0.66,0.21,0.04,4.88,41.48
2015,1,10,2.58,5.38,2.76,0.79,0.68,0.18,0.03,5.1,43.54
2015,1,11,1,0.51,2.38,0.84,0.27,0.12,0.02,2.52,18.65
2015,1,12,1.88,2.49,2.73,1.06,0.49,0.2,0.04,3.93,32.43
2015,1,13,2.82,6.62,2.97,0.7,0.73,0.25,0.05,5.52,47.03
2015,1,14,1.74,2.78,2.72,0.98,0.45,0.16,0.03,3.63,29.91
2015,1,15,2.5,4.9,2.77,0.77,0.63,0.3,0.05,5.38,44.61
2015,1,16,2.45,4.1,2.8,0.98,0.62,0.3,0.06,5.33,43.94
2015,1,17,2.24,3.06,2.74,1.3,0.56,0.27,0.05,4.91,39.93
2015,1,18,1.93,2.99,2.83,1.02,0.48,0.23,0.05,4.2,34.06
2015,1,19,2.56,5.06,2.81,0.84,0.62,0.23,0.05,5.2,44.73
2015,1,20,1.45,1.84,2.69,0.89,0.35,0.16,0.03,3.35,25.97
2015,1,21,0.91,0.7,2.77,0.7,0.22,0.11,0.02,2.34,16.91
2015,1,22,0.95,0.71,2.93,0.74,0.23,0.12,0.02,2.53,17.52
2015,1,23,1.04,1.06,3.04,0.76,0.24,0.12,0.02,2.62,18.68
2015,1,24,2.72,4.95,2.98,0.95,0.63,0.26,0.05,5.67,48.07
2015,1,25,0.83,0.64,2.62,0.64,0.19,0.1,0.02,2.12,15.45
2015,1,26,2.09,2.05,3.07,1.5,0.48,0.22,0.05,4.65,37.07
2015,1,27,2.41,3.45,3.02,1.07,0.55,0.21,0.04,5.04,41.59
2015,1,28,2.29,1.97,2.88,1.62,0.51,0.2,0.04,4.88,40.23
2015,1,29,0.75,0.55,3.07,0.56,0.16,0.12,0.02,2.05,14.38
2015,1,30,2.82,5.28,3.34,0.93,0.62,0.3,0.05,5.79,48.54
2015,1,31,2.11,1.23,3.03,1.68,0.45,0.27,0.05,4.88,38.22
2015,2,1,0.7,0.53,3.12,0.51,0.15,0.13,0.03,1.94,13.45
2015,2,2,3.46,7.35,3.7,0.73,0.73,0.4,0.08,7.21,58.9
2015,2,3,2.24,1.92,3.45,1.47,0.47,0.29,0.05,5.1,40.11
2015,2,4,0.61,0.39,3.44,0.48,0.12,0.07,0.02,1.63,11.77
2015,2,5,3.72,7.63,3.81,0.68,0.76,0.38,0.07,7.59,62.78
2015,2,6,2.4,2.69,3.54,1.46,0.48,0.28,0.05,5.41,42.99
2015,2,7,2.88,3.27,3.33,1.6,0.57,0.38,0.08,6.29,51.76
2015,2,8,1.43,0.85,3.28,1.08,0.28,0.27,0.05,3.56,27.09
2015,2,9,0.83,0.75,3.75,0.58,0.16,0.16,0.03,2.24,15.89
2015,2,10,3.47,5.14,3.83,1.35,0.66,0.48,0.09,7.44,60.79
2015,2,11,1.52,0.61,3.71,1.26,0.29,0.28,0.05,3.96,28.81
2015,2,12,3.55,5.91,4.18,1.17,0.66,0.41,0.08,7.44,60.14
2015,2,13,2.13,1.58,3.92,1.54,0.39,0.29,0.05,4.95,37.93
2015,2,14,3.47,3.9,4.37,1.92,0.63,0.51,0.1,8.17,61.18
2015,2,15,3.44,3.66,4.3,1.75,0.62,0.51,0.1,8.22,62.39
2015,2,16,2.82,1.32,4.33,2.21,0.51,0.48,0.09,7.32,52.96
2015,2,17,2.98,1.98,4.35,2.14,0.53,0.42,0.08,7.26,53.8
2015,2,18,4,5.9,4.63,1.57,0.7,0.43,0.08,9.07,69.05
2015,2,19,4.4,6.81,4.71,1.38,0.76,0.46,0.08,9.91,74.58
2015,2,20,3.25,2.19,4.35,2.23,0.55,0.43,0.08,8.02,59.62
2015,2,21,2.8,1.02,4.41,2.3,0.48,0.49,0.09,7.45,53.52
2015,2,22,4.05,4.5,4.68,2,0.67,0.58,0.11,9.52,72.05
2015,2,23,4.82,8.98,4.91,1,0.8,0.62,0.12,10.5,81.28
2015,2,24,2.85,1.83,4.67,2.22,0.47,0.44,0.09,7.3,53.16
2015,2,25,3.16,2.39,4.73,2.2,0.51,0.56,0.12,8.03,59.38
2015,2,26,2.78,1.93,4.9,1.97,0.45,0.52,0.1,7.12,51.7
2015,2,27,4.97,8.23,5.14,1.05,0.78,0.67,0.12,11.58,85.48
2015,2,28,4.55,5.19,4.94,1.8,0.71,0.66,0.12,10.8,80.59
2015,3,1,1.66,0.83,4.5,1.31,0.26,0.3,0.06,4.41,31.84
2015,3,2,4.65,6.65,5.04,1.22,0.71,0.69,0.13,10.45,81.55
2015,3,3,1.06,0.49,4.44,0.84,0.16,0.26,0.05,3.09,21.56
2015,3,4,2.76,1.8,5.07,2.01,0.41,0.59,0.12,6.84,50.84
2015,3,5,5.22,8.24,5.42,1.17,0.77,0.84,0.17,11.3,89
2015,3,6,5.05,7.32,5.13,1.37,0.74,0.72,0.14,10.83,87.42
2015,3,7,4.94,7.21,5.02,1.26,0.72,0.76,0.15,10.89,87.3
2015,3,8,3.08,1.61,4.78,2.26,0.44,0.55,0.11,7.23,55.89
2015,3,9,4.91,6.69,4.94,1.5,0.7,0.7,0.14,10.21,84.73
2015,3,10,3.49,2.43,4.79,2.35,0.49,0.71,0.14,8.44,65.01
2015,3,11,5.13,7.93,5.08,1.12,0.71,0.8,0.16,10.64,88.97
2015,3,12,5.26,8.19,5.23,1.01,0.73,0.84,0.17,11.07,91.93
2015,3,13,3.62,1.94,4.75,2.6,0.49,0.73,0.15,8.42,66.79
2015,3,14,5.31,6.86,5.54,1.72,0.72,1.02,0.2,11.81,94.39
2015,3,15,5.01,5.47,5.58,2.23,0.67,0.91,0.19,11.33,89.71
2015,3,16,3.88,2.19,5.4,2.85,0.52,0.89,0.18,9.87,73.89
2015,3,17,5.87,9.39,5.94,0.84,0.77,1.15,0.23,12.95,103.17
2015,3,18,4.71,4.6,5.55,2.14,0.61,1.03,0.2,10.66,84.31
2015,3,19,3.54,1.48,5.26,2.65,0.45,0.88,0.17,8.48,64.98
2015,3,20,2.72,1.7,5.43,1.75,0.34,0.73,0.15,6.95,50.65
2015,3,21,5.37,7.18,5.84,1.49,0.68,1.07,0.22,12.15,96.38
2015,3,22,3.88,3.58,5.83,2,0.48,0.87,0.17,9.37,71.48
2015,3,23,0.94,0.54,5.56,0.69,0.12,0.27,0.05,2.91,19.54
2015,3,24,3.82,2.24,5.59,2.37,0.47,0.76,0.16,8.86,68.73
2015,3,25,2.39,0.89,5.92,1.84,0.29,0.61,0.12,6.76,46.96
2015,3,26,4.72,2.94,6.22,2.99,0.57,0.93,0.19,11.2,84.75
2015,3,27,4.78,6.1,6.61,1.64,0.57,0.76,0.15,10.73,82.73
2015,3,28,6.55,10.35,6.65,0.71,0.78,1,0.2,14.17,112.89
2015,3,29,2.19,1.59,6,1.56,0.26,0.45,0.09,5.82,42.62
2015,3,30,5.48,6.27,6.43,1.81,0.64,1.27,0.26,13,100.29
2015,3,31,5.07,6.56,6.44,1.52,0.59,1.03,0.21,11.86,91.27
2015,4,1,6.43,9.86,6.4,0.82,0.74,1.26,0.25,14.58,116.62
2015,4,2,2.36,2.03,5.75,1.35,0.27,0.62,0.12,6.32,46.79
2015,4,3,3.5,2.33,6.15,2.18,0.4,0.82,0.16,8.84,65.92
2015,4,4,6.67,9.81,6.76,0.98,0.75,1.2,0.24,14.77,117.5
2015,4,5,6.55,8.66,6.66,1.23,0.73,1.19,0.24,14.61,116.12
2015,4,6,3.2,1.17,6.19,2.45,0.35,0.84,0.17,8.67,62.23
2015,4,7,2.2,0.91,6.1,1.64,0.24,0.67,0.13,6.35,44.48
2015,4,8,2.78,1.21,6,2.02,0.3,0.77,0.16,7.49,54.61
2015,4,9,2.28,1.26,5.72,1.62,0.25,0.59,0.12,6.27,45.95
2015,4,10,5.68,6.26,6.72,1.76,0.62,-999,0.23,13.04,101.75
2015,4,11,6.99,10.03,7,0.95,0.75,1.35,0.27,15.68,124.46
2015,4,12,4.42,2.66,6.69,2.73,0.47,1.03,0.2,10.84,82.6
2015,4,13,4.96,4.2,6.84,2.27,0.52,1.22,0.24,12.41,92.77
2015,4,14,5.51,3.17,7.34,3.57,0.58,1.38,0.27,13.44,100.37
2015,4,15,6.65,7.5,7.25,1.93,0.7,1.51,0.3,15.45,119.61
2015,4,16,3.84,2.57,6.32,2.4,0.4,1.03,0.2,9.91,74.41
2015,4,17,5.89,6.13,6.61,2.04,0.61,1.4,0.28,13.5,108.27
2015,4,18,4.81,2.23,6.37,3.47,0.49,1.23,0.24,11.73,91.12
2015,4,19,2.99,1.2,6.35,2.25,0.3,0.84,0.16,7.69,57.59
2015,4,20,2.18,0.97,7.28,1.64,0.22,0.75,0.15,6.65,44.52
2015,4,21,5.21,4.73,7.58,2.63,0.52,1.23,0.24,12.72,94.9
2015,4,22,3.86,2.1,7.76,2.68,0.39,0.97,0.19,10.27,72.28
2015,4,23,7.86,11.66,7.9,0.79,0.79,1.48,0.3,17.57,137.62
2015,4,24,5.22,4.55,7.09,2.5,0.52,1.2,0.23,12.41,95.73
2015,4,25,1.67,0.69,6.91,1.25,0.16,0.53,0.1,5.16,35.27
2015,4,26,7.44,10.08,7.66,1.18,0.73,-999,0.31,16.89,132.73
2015,4,27,7.45,9.81,7.66,1.35,0.73,1.56,0.31,17.16,134.45
2015,4,28,7.66,10.32,7.64,1.05,0.74,1.61,0.33,17.73,139.02
2015,4,29,6.84,7.57,7.56,2,0.66,1.47,0.3,16.05,124.98
2015,4,30,5.82,5.64,7.78,2.55,0.56,1.27,0.25,14.19,106.71
2015,5,1,7.41,8.72,7.73,1.6,0.71,1.62,0.33,17.45,135.47
2015,5,2,7.59,9.22,7.72,1.38,0.73,1.81,0.37,17.74,138.41
2015,5,3,5.01,2.55,7.3,3.34,0.48,1.34,0.27,12.85,96.57
2015,5,4,3.9,1.3,6.84,3.01,0.37,1.16,0.23,10.6,78.07
2015,5,5,3.48,1.21,6.86,2.66,0.33,1.12,0.22,9.87,71.04
2015,5,6,6.15,4.74,7.12,2.58,0.58,1.68,0.34,15.03,116.35
2015,5,7,6.35,4.56,7.16,3.39,0.59,1.68,0.34,15.02,118.2
2015,5,8,3.96,1.73,6.94,2.79,0.37,1.23,0.24,10.57,78.44
2015,5,9,3.62,1.51,7.32,2.53,0.34,1.29,0.26,10.27,73.3
2015,5,10,3.19,1.2,6.78,2.38,0.3,1.07,0.21,8.9,64.85
2015,5,11,3.08,2.4,7.03,1.95,0.28,0.93,0.19,8.36,62.45
2015,5,12,4.02,1.84,8.23,2.9,0.37,1.28,0.26,11.18,78.07
2015,5,13,8.05,10.12,8.13,1.28,0.73,1.98,0.4,18.85,147.07
2015,5,14,4.68,1.71,7.56,3.45,0.43,1.38,0.27,12.01,90.14
2015,5,15,5.16,2.7,7.31,3.21,0.47,1.44,0.29,13.21,99.41
2015,5,16,3.73,1.63,7.17,2.64,0.34,1.11,0.22,10.33,75.66
2015,5,17,3.79,1.44,6.57,2.83,0.34,0.99,0.2,9.33,74.38
2015,5,18,6.74,6.74,8.01,2.25,0.61,1.87,0.38,16.89,128
2015,5,19,3.77,1.92,8.44,2.63,0.34,1.17,0.23,10.53,73.43
2015,5,20,2.77,0.97,7.67,2.12,0.25,0.85,0.17,7.77,55.76
2015,5,21,6.88,7.27,8.36,1.88,0.62,1.95,0.38,16.87,127.09
2015,5,22,7.9,8.42,8.42,1.86,0.7,1.95,0.39,18.91,144.36
2015,5,23,7.64,8.29,8.03,1.98,0.68,1.95,0.39,18.27,142.07
2015,5,24,3.43,1.36,7.52,2.55,0.3,1.12,0.23,9.84,70.54
2015,5,25,5.28,2.32,7.77,3.68,0.47,1.66,0.33,13.9,103.19
2015,5,26,3.68,2.13,7.6,2.41,0.33,1.15,0.23,10.15,73.99
2015,5,27,6.02,4.97,8.05,2.99,0.53,1.62,0.33,15.5,116.59
2015,5,28,8,8.9,8.18,1.83,0.7,1.8,0.37,18.98,148.03
2015,5,29,5.09,2.63,7.46,3.28,0.45,1.41,0.28,13.2,99.73
2015,5,30,1.76,0.64,7.17,1.33,0.16,0.62,0.12,5.47,38.31
2015,5,31,4.43,1.93,8.1,3.23,0.39,1.46,0.29,12.39,89.2
2015,6,1,6.09,5.18,8.32,2.64,0.53,1.7,0.34,15.34,114.85
2015,6,2,8.5,10.53,8.53,1.34,0.74,2.08,0.41,19.66,153.41
2015,6,3,7.66,7.48,8.02,2.32,0.66,1.94,0.39,17.91,140.22
2015,6,4,5.8,3.52,7.76,3.34,0.51,1.66,0.33,14.78,111.38
2015,6,5,5.29,3.68,7.9,2.83,0.46,1.56,0.31,13.88,103.82
2015,6,6,7.34,7.06,8.05,2.32,0.64,1.83,0.37,17.39,136.13
2015,6,7,2.09,0.77,7.29,1.53,0.18,0.77,0.16,6.28,44.48
2015,6,8,6.17,4.58,8.01,2.49,0.53,1.96,0.39,15.91,119.11
2015,6,9,6.6,4.69,7.41,3.26,0.57,1.4,0.28,14.98,122.27
2015,6,10,7.09,6.8,8.11,2.06,0.61,2.07,0.41,18.57,139.39
2015,6,11,4.67,1.59,7.69,3.5,0.41,1.55,0.31,13.01,94.37
2015,6,12,1.89,0.7,7.29,1.41,0.16,0.77,0.16,6.18,41.89
2015,6,13,6.21,3.58,7.59,3.52,0.54,1.99,0.4,15.88,120.82
2015,6,14,4.88,2.24,7.56,3.28,0.42,1.7,0.34,13.38,98.71
2015,6,15,3.71,1.41,7.3,2.71,0.32,1.33,0.27,10.47,76.52
2015,6,16,7.15,5.38,8.06,3.27,0.62,2.17,0.43,17.32,134.34
2015,6,17,2.6,0.9,7.56,2,0.23,0.96,0.2,7.98,55.62
2015,6,18,4.15,1.35,7.77,3.19,0.36,1.46,0.3,11.56,84.02
2015,6,19,5.16,1.72,7.95,3.92,0.45,1.7,0.34,13.71,101.76
2015,6,20,5.04,2.37,7.76,3.44,0.44,1.58,0.32,13.26,99.19
2015,6,21,6.65,3.88,8.21,3.58,0.57,2.09,0.41,17.02,127.32
2015,6,22,3.03,1.13,7.67,2.33,0.26,0.89,0.18,8.55,62.38
2015,6,23,8.54,10.66,8.6,1.09,0.73,2.55,0.51,20.78,159.42
2015,6,24,4.52,1.54,7.82,3.39,0.39,1.53,0.3,12.4,91.61
2015,6,25,4.15,1.86,7.6,2.82,0.36,1.43,0.29,11.52,84.08
2015,6,26,1.6,0.62,7.66,1.2,0.14,0.52,0.1,5.16,34.92
2015,6,27,7.69,7.58,8.23,2.53,0.66,2.03,0.41,18.64,144.52
2015,6,28,6.02,4.51,7.89,2.97,0.52,1.48,0.3,14.74,113.35
2015,6,29,3.81,1.67,7.5,2.65,0.33,1.12,0.22,10.59,77.25
2015,6,30,6.61,4.98,7.05,3.05,0.57,1.41,0.28,14.48,120.24
2015,7,1,5.19,2.63,6.81,3.23,0.45,1.16,0.23,11.19,95.45
2015,7,2,6.79,4.73,7.57,3.33,0.59,1.65,0.33,15.02,122.95
2015,7,3,5.98,3.42,7.11,3.54,0.52,1.39,0.28,13.27,109.57
2015,7,4,6.71,5.36,7.01,2.81,0.59,1.43,0.29,14.21,120.16
2015,7,5,6.73,5.2,6.92,2.92,0.59,1.39,0.28,14.02,120.17
2015,7,6,4.77,1.71,6.86,3.53,0.41,1.17,0.23,11.11,91.15
2015,7,7,5.48,4.05,7.42,2.59,0.48,1.65,0.33,13.69,105.48
2015,7,8,2.77,0.93,7.7,2.12,0.24,1.04,0.21,8.32,58.27
2015,7,9,3.9,1.8,7.57,2.68,0.34,1.38,0.27,10.7,78.14
2015,7,10,5.77,3.51,7.54,3.38,0.51,1.65,0.33,13.94,109.62
2015,7,11,3.87,1.28,7.12,2.96,0.34,1.25,0.25,10.39,78.09
2015,7,12,5.95,4.94,7.81,2.55,0.52,2.02,0.4,15.73,117.83
2015,7,13,5.17,3.53,7.6,2.33,0.45,1.8,0.36,13.84,102.66
2015,7,14,5.99,5.57,7.87,2.47,0.53,1.8,0.36,15.47,116.93
2015,7,15,6.84,5.82,8,2.6,0.61,1.98,0.4,17.07,129.98
2015,7,16,3.22,1.1,7.15,2.4,0.29,1.12,0.23,9.27,66.84
2015,7,17,6.46,5.46,7.54,2.54,0.58,2.12,0.42,16.68,127.18
2015,7,18,5.33,2.91,7.48,3.4,0.48,1.79,0.36,14.5,107.45
2015,7,19,5.25,2.04,7.45,3.83,0.47,1.75,0.35,13.98,104.77
2015,7,20,5.82,3.92,7.73,3.28,0.52,1.91,0.38,15.12,113.39
2015,7,21,8.2,10.68,8.26,1.07,0.73,2.41,0.48,19.97,153.1
2015,7,22,6.36,4.79,7.99,3.31,0.57,1.93,0.38,15.99,121.24
2015,7,23,7.16,8.03,7.75,1.82,0.65,2.06,0.41,17.43,135.61
2015,7,24,6.62,6.11,7.7,2.71,0.6,1.95,0.39,16.59,127.66
2015,7,25,5.46,3.13,7.08,3.21,0.5,1.72,0.34,13.98,106.89
2015,7,26,3.51,1.67,7.11,2.51,0.32,1.14,0.23,9.8,71.41
2015,7,27,7.1,6.69,7.51,2.18,0.65,2.18,0.43,17.92,137.41
2015,7,28,6.62,5.94,7.33,2.71,0.61,1.98,0.4,16.52,128.59
2015,7,29,5.97,5.87,7.4,2.16,0.55,1.94,0.38,15.56,117.53
2015,7,30,7.97,10.9,7.98,0.92,0.73,2.37,0.47,19.45,150.1
2015,7,31,7.56,9.77,7.92,1.26,0.7,2.17,0.43,18.7,143.27
2015,8,1,6.93,8.61,7.8,1.35,0.65,1.94,0.39,17.29,132.32
2015,8,2,7.29,9,7.63,1.4,0.68,2.01,0.4,18.04,138.95
2015,8,3,7.59,9.24,7.65,1.42,0.71,1.98,0.4,18.12,141
2015,8,4,6.64,5.83,7.68,2.91,0.62,1.66,0.33,15.89,123.23
2015,8,5,6.33,4.86,7.28,3.11,0.6,1.71,0.34,15.42,119.97
2015,8,6,6.54,6.58,7.36,2.02,0.62,1.78,0.36,15.87,123.16
2015,8,7,6.76,7.2,7.34,2,0.65,1.91,0.38,16.68,128.85
2015,8,8,4.55,2.18,6.66,3.08,0.44,1.3,0.26,11.69,88.72
2015,8,9,2.22,0.84,6.31,1.65,0.21,0.83,0.16,6.59,46.77
2015,8,10,4.44,2.76,6.91,2.56,0.43,1.52,0.3,12.01,88.52
2015,8,11,6.82,8.02,7.37,1.72,0.66,1.98,0.39,16.72,129.09
2015,8,12,6.78,8.13,7.35,1.8,0.66,1.86,0.37,16.48,128.05
2015,8,13,6.37,6.53,7.07,2.18,0.62,1.77,0.35,15.76,122.02
2015,8,14,4.58,3.08,6.66,2.61,0.45,1.33,0.27,11.8,90.03
2015,8,15,5.98,5.9,6.79,1.97,0.59,1.67,0.34,14.82,115.34
2015,8,16,6.46,6.78,6.68,2.12,0.64,1.68,0.34,15.25,121.8
2015,8,17,5,4.38,6.74,2.33,0.5,1.49,0.3,12.88,98.02
2015,8,18,4.59,2.38,5.92,2.96,0.46,1.33,0.27,11.31,88.54
2015,8,19,4.16,3.06,6.38,1.91,0.42,1.36,0.27,10.89,81.45
2015,8,20,6.37,7.51,7.27,1.78,0.65,1.81,0.36,15.58,119.03
2015,8,21,6.81,9.32,7.02,1.09,0.7,1.77,0.35,16.55,128.8
2015,8,22,6.34,6.81,6.91,2.17,0.66,1.66,0.33,15.22,118.8
2015,8,23,4.26,4.59,6.5,1.62,0.44,1.18,0.23,10.8,82.49
2015,8,24,6.5,8.35,7.21,1.2,0.68,1.73,0.34,15.76,120.4
2015,8,25,4.67,4.23,6.95,2.08,0.49,1.38,0.27,12.14,89.25
2015,8,26,2.76,1.48,6.67,2.06,0.29,0.93,0.19,7.98,55.63
2015,8,27,5.06,3.94,6.35,2.54,0.54,1.33,0.27,12.02,94.71
2015,8,28,2.95,1.11,5.44,2.26,0.31,0.83,0.16,7.21,57.73
2015,8,29,1.54,0.63,5.27,1.17,0.16,0.53,0.1,4.52,32.59
2015,8,30,3.81,2.14,5.67,2.56,0.41,1.03,0.2,9.37,73.02
2015,8,31,5.63,5.26,5.87,2.23,0.61,1.4,0.28,12.91,104.64
2015,9,1,5.28,4.92,5.66,2.23,0.58,1.36,0.27,12.3,99.62
2015,9,2,5.37,5.21,5.89,2.07,0.59,1.45,0.29,12.77,101.8
2015,9,3,5.64,6.12,5.97,1.97,0.62,1.57,0.31,13.51,107.41
2015,9,4,4.94,4.65,5.93,2.18,0.55,1.39,0.27,12.38,96.38
2015,9,5,2.83,1.69,5.51,1.96,0.32,0.83,0.16,7.7,57.24
2015,9,6,5.79,6.7,5.79,1.69,0.66,1.48,0.3,13.63,109.33
2015,9,7,4.21,2.64,5.57,2.4,0.48,1.31,0.26,10.8,82.4
2015,9,8,2.33,1.33,5.15,1.56,0.27,0.7,0.13,5.9,45.38
2015,9,9,3.87,2.53,5.91,2.57,0.45,1.16,0.23,10.02,75.44
2015,9,10,3.2,2.52,5.92,1.81,0.38,0.88,0.17,8.54,63.27
2015,9,11,2.91,1.99,5.8,1.78,0.34,0.81,0.16,7.86,57.23
2015,9,12,3.94,4.28,6.13,1.65,0.47,0.91,0.18,9.91,74.8
2015,9,13,5.53,7.78,6.14,1.36,0.66,1.1,0.22,12.8,101.29
2015,9,14,5.84,8.5,5.87,1,0.7,1.35,0.27,13.86,110.16
2015,9,15,5.77,7.93,5.87,1.28,0.7,1.39,0.28,13.73,108.79
2015,9,16,5.95,9.3,5.92,0.81,0.73,1.39,0.28,13.75,110.08
2015,9,17,4.93,5.32,5.49,1.82,0.61,1.3,0.26,12.08,94.79
2015,9,18,2.55,1.49,5.11,1.69,0.32,0.82,0.16,7.12,51.66
2015,9,19,4.63,5.32,5.71,1.74,0.58,1.29,0.26,11.38,87.02
2015,9,20,5.79,8.89,5.84,1.03,0.73,1.33,0.27,13.23,105.72
2015,9,21,5.56,9.05,5.66,0.81,0.71,-999,0.23,12.67,102.16
2015,9,22,5.51,7.78,5.64,1.13,0.71,1.23,0.25,12.8,101.99
2015,9,23,5.39,8.25,5.5,0.94,0.7,1.28,0.26,12.61,101.08
2015,9,24,4.94,4.87,5.38,2.17,0.65,1.27,0.25,11.65,92.3
2015,9,25,4.98,6,5.32,1.6,0.66,1.27,0.25,11.68,93.14
2015,9,26,5.04,6.54,5.17,1.38,0.67,1.23,0.24,11.55,93.16
2015,9,27,2.23,1.12,4.82,1.61,0.3,0.73,0.14,6.3,44.51
2015,9,28,2.79,1.15,4.35,2.14,0.38,0.8,0.16,7.09,54.03
2015,9,29,1.57,0.62,4,1.24,0.22,0.51,0.1,4.3,31.8
2015,9,30,4.92,7.44,5.38,1.18,0.68,1.15,0.23,11.12,88.67
2015,10,1,5.04,8.14,5.32,1.07,0.7,1.05,0.21,11.39,91.48
2015,10,2,4.65,4.67,5.23,2.21,0.66,0.95,0.19,10.49,83.33
2015,10,3,2.03,0.86,4.66,1.6,0.29,0.55,0.11,5.64,40.3
2015,10,4,2,1.02,4.57,1.53,0.29,0.59,0.12,5.7,40.22
2015,10,5,1.52,0.71,4.64,1.16,0.22,0.52,0.1,4.52,30.77
2015,10,6,2.04,1.51,4.28,1.39,0.3,0.6,0.12,5.45,40.46
2015,10,7,4.46,6.63,4.61,1.02,0.66,1.04,0.21,10.38,83.96
2015,10,8,4,4.47,4.35,1.64,0.6,0.93,0.19,9.31,75.05
2015,10,9,2.29,1.65,4.65,1.52,0.34,0.61,0.12,6.01,43.77
2015,10,10,4.67,7.64,4.77,1.19,0.71,0.86,0.17,10.23,84.15
2015,10,11,4.57,8.29,4.52,0.61,0.71,0.93,0.19,10.46,85.75
2015,10,12,3.03,4.04,4.44,1.49,0.48,0.68,0.13,7.34,57.55
2015,10,13,2.7,3.23,4.58,1.43,0.43,0.57,0.12,6.8,51.21
2015,10,14,4.55,8.25,4.62,0.84,0.73,0.83,0.16,9.92,81.61
2015,10,15,2.94,3.78,4.42,1.3,0.48,0.65,0.13,7,54.5
2015,10,16,4.41,7.93,4.61,0.96,0.72,0.75,0.15,9.55,78.49
2015,10,17,4.39,8.4,4.6,0.68,0.73,0.7,0.14,9.28,76.7
2015,10,18,4.18,8.19,4.31,0.63,0.7,-999,0.13,8.95,75.05
2015,10,19,3.95,6.43,4.06,0.99,0.66,0.74,0.15,8.8,72.85
2015,10,20,2.91,2.96,3.98,1.66,0.5,0.64,0.12,7.04,54.73
2015,10,21,3.14,2.76,3.77,1.86,0.54,0.72,0.14,7.59,59.92
2015,10,22,2.94,3.39,3.75,1.32,0.52,0.64,0.13,6.99,55.49
2015,10,23,1.24,0.56,3.58,1.02,0.22,0.35,0.07,3.56,24.76
2015,10,24,1.74,0.99,3.62,1.33,0.31,0.47,0.09,4.68,33.74
2015,10,25,4.06,8.45,4.02,0.55,0.73,0.76,0.16,8.66,72.97
2015,10,26,3.52,4.17,3.85,1.83,0.64,0.71,0.14,7.75,63.71
2015,10,27,1.13,0.55,3.49,0.91,0.21,0.34,0.06,3.3,22.48
2015,10,28,0.97,0.58,3.34,0.75,0.18,0.27,0.05,2.77,19.21
2015,10,29,1.36,0.92,3.78,1.06,0.26,0.26,0.05,3.74,25.98
2015,10,30,3.44,5.52,3.66,1.04,0.66,0.47,0.09,7.38,61.38
2015,10,31,0.67,0.42,3.12,0.52,0.13,0.18,0.04,2.02,13.45
2015,11,1,3.73,8.26,3.67,0.45,0.73,0.6,0.12,7.9,67.25
2015,11,2,3.51,7.12,3.51,0.67,0.7,0.57,0.12,7.59,64.26
2015,11,3,3.51,7.54,3.47,0.54,0.7,0.6,0.12,7.48,63.9
2015,11,4,3.08,5.14,3.24,1.03,0.62,0.6,0.12,6.8,56.74
2015,11,5,2.25,1.71,2.91,1.5,0.46,0.5,0.1,5.31,41.91
2015,11,6,1.92,1.63,3.51,1.45,0.4,0.49,0.09,4.88,35.62
2015,11,7,3.07,6.29,3.43,0.82,0.64,0.48,0.1,6.41,54.26
2015,11,8,3.34,7.9,3.42,0.49,0.71,-999,0.09,6.67,58.21
2015,11,9,3.32,7.53,3.38,0.52,0.71,-999,0.1,6.62,57.45
2015,11,10,3.19,6.79,3.17,0.65,0.69,0.48,0.1,6.5,56.53
2015,11,11,2.51,3.94,3,1.02,0.55,0.45,0.09,5.6,46.08
2015,11,12,0.6,0.49,3.03,0.44,0.13,0.15,0.03,1.78,11.82
2015,11,13,3.19,7.53,3.33,0.49,0.72,0.41,0.09,6.4,55.43
2015,11,14,3.01,6.17,3.11,0.74,0.68,0.35,0.07,6.2,53.71
2015,11,15,3.14,7.38,3.1,0.48,0.72,0.38,0.08,6.31,55.48
2015,11,16,1.43,1.18,2.83,1.01,0.33,0.26,0.05,3.62,27.15
2015,11,17,0.81,0.36,2.52,0.68,0.19,0.18,0.04,2.38,16.31
2015,11,18,0.48,0.28,2.65,0.39,0.12,0.12,0.02,1.45,9.55
2015,11,19,3.04,7.25,3.08,0.49,0.73,0.35,0.07,6.03,52.59
