YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2016,3,27,5.21,4.44,6.09,2.39,0.62,1.16,0.23,12.2,95.79
2016,3,28,2.64,2.37,5.93,1.48,0.31,0.71,0.14,7.23,52.62
2016,3,29,6.65,9.7,6.67,0.99,0.77,1.27,0.26,14.59,116.72
2016,3,30,6.68,9.58,6.71,0.9,0.77,1.13,0.23,14.43,116.11
2016,3,31,5.15,3.65,6.19,3.07,0.59,1.07,0.21,12.33,95.94
2016,4,1,2.86,1.93,5.86,1.74,0.33,-999,0.15,7.75,56.56
2016,4,2,1.73,1.03,6.01,1.22,0.2,0.54,0.11,5.12,35.42
2016,4,3,6.52,8.39,6.72,1.48,0.73,1.2,0.24,14.19,113.57
2016,4,4,1.68,0.61,5.76,1.31,0.19,0.45,0.09,4.92,34.6
2016,4,5,6.77,8.9,6.88,1.2,0.75,1.28,0.26,14.66,117.15
2016,4,6,5.96,6.25,6.59,2.1,0.66,1.09,0.22,13.14,104.6
2016,4,7,2.78,1.66,6.36,1.91,0.3,0.74,0.15,7.86,55.62
2016,4,8,4.74,4.88,6.84,2,0.52,-999,0.19,11.26,86.4
2016,4,9,1.54,0.71,6.8,1.19,0.16,0.35,0.07,4.75,31.8
2016,4,10,7.17,10.29,7.16,0.8,0.77,1.02,0.2,15.7,125.85
2016,4,11,4.78,3.85,6.44,2.25,0.51,1.07,0.21,11.72,89.58
2016,4,12,2.44,1.96,6.48,1.51,0.26,0.65,0.13,6.84,48.98
2016,4,13,7.35,10.75,7.33,0.83,0.77,1.46,0.3,16.27,129.79
2016,4,14,7.22,10.17,7.2,0.92,0.75,1.45,0.29,16.22,129.18
2016,4,15,7.33,10.51,7.3,0.85,0.76,1.48,0.3,16.32,130.38
2016,4,16,7.42,10.27,7.43,1.03,0.77,1.53,0.3,16.45,130.91
2016,4,17,7.33,10.28,7.3,0.92,0.75,1.52,0.3,16.41,131.25
2016,4,18,7.07,8.41,7.25,1.7,0.72,1.55,0.31,15.88,126.7
2016,4,19,6.83,7.48,7.21,2.02,0.69,1.57,0.31,15.8,124.24
2016,4,20,7.67,10.9,7.64,0.83,0.77,1.58,0.32,17.18,135.99
2016,4,21,6.93,7.82,7.22,1.84,0.7,1.46,0.29,15.84,125.61
2016,4,22,5.37,3.14,6.58,3.31,0.53,1.39,0.27,12.88,100.77
2016,4,23,4.09,3.23,7.02,2.21,0.41,1.18,0.23,10.93,80.27
2016,4,24,7.43,9.32,7.42,1.23,0.73,1.51,0.3,16.59,132.22
2016,4,25,5.71,3.97,7.17,3.13,0.56,1.37,0.27,13.85,106.99
2016,4,26,3.89,2.12,6.51,2.44,0.38,1.06,0.21,10.11,75.35
2016,4,27,4.93,4.31,7.46,2.03,0.48,-999,0.27,12.91,95.71
2016,4,28,3.66,1.29,7.37,2.8,0.35,1.11,0.22,10.21,72.3
2016,4,29,3.96,1.66,7.4,2.84,0.38,1.18,0.23,11,77.8
2016,4,30,6.34,5.89,7.51,1.96,0.61,1.42,0.29,15.23,116.59
2016,5,1,1.41,0.57,7.08,1.05,0.13,0.5,0.09,4.71,30.88
2016,5,2,3.22,1.76,7.4,2.17,0.3,0.97,0.19,9.21,65.16
2016,5,3,1.96,0.77,6.82,1.5,0.19,0.6,0.12,5.93,41.23
2016,5,4,2.2,0.9,7.23,1.68,0.2,0.69,0.13,6.71,46.25
2016,5,5,2.68,1.2,7.52,1.94,0.25,0.79,0.15,8.01,55.37
2016,5,6,2.27,0.88,7.59,1.75,0.21,0.7,0.14,6.97,47.22
2016,5,7,3.4,2,7.72,2.32,0.32,0.93,0.18,9.62,67.77
2016,5,8,5.3,5.54,7.7,1.57,0.49,1.3,0.26,13.17,99.38
2016,5,9,6.35,5.13,7.99,2.85,0.59,1.55,0.3,15.49,117.73
2016,5,10,4.13,1.57,7.79,3.03,0.38,1.21,0.24,11.35,81.35
2016,5,11,7.02,5.87,7.94,2.92,0.65,1.82,0.36,17.03,131.16
2016,5,12,7.8,8.98,7.95,1.76,0.71,1.84,0.37,17.81,141.23
2016,5,13,2.61,0.96,7.36,1.99,0.23,0.78,0.16,7.65,54.27
2016,5,14,6.51,5.89,7.94,2.68,0.59,1.77,0.35,15.98,122.09
2016,5,15,5.89,5.66,8.27,2.33,0.53,1.42,0.28,14.33,108.2
2016,5,16,8.11,9.97,8.46,1.39,0.73,1.65,0.34,18.69,145.34
2016,5,17,2.82,0.94,7.89,2.14,0.26,0.87,0.17,8.36,57.93
2016,5,18,6.39,5.37,7.99,2.35,0.58,1.7,0.34,15.97,120.59
2016,5,19,6.76,6.44,8.02,2.25,0.61,1.72,0.34,16.3,124.94
2016,5,20,7.9,8.67,8.01,1.74,0.7,1.73,0.34,17.73,141.76
2016,5,21,2.16,0.74,7.71,1.67,0.2,0.66,0.13,6.43,44.78
2016,5,22,3.93,1.46,7.84,2.9,0.35,1.3,0.26,11.18,79.23
2016,5,23,7.29,6.87,8.09,2.47,0.65,1.71,0.34,17.65,136.66
2016,5,24,3.77,1.41,7.18,2.71,0.34,1.05,0.21,10.16,74.83
2016,5,25,7.76,8.57,7.81,1.71,0.69,1.63,0.33,17.28,139.49
2016,5,26,7.59,7.48,7.83,2.34,0.67,1.87,0.38,17.43,139.4
2016,5,27,6.73,6.13,7.56,2.32,0.59,1.87,0.38,16.6,129.27
2016,5,28,7.56,8.28,7.68,1.79,0.66,2.13,0.42,18.41,145
2016,5,29,7.06,6.06,7.82,2.94,0.62,1.98,0.4,16.95,133.49
2016,5,30,2.91,0.95,7.54,2.19,0.26,1.19,0.24,8.99,61.95
2016,5,31,6.33,5.84,7.88,2.23,0.55,2.1,0.41,16.02,121.64
2016,6,1,7.5,7.09,7.77,2.55,0.66,2,0.4,17.35,138.65
2016,6,2,5.14,3.62,8.08,2.52,0.45,1.61,0.32,13.61,100.1
2016,6,3,3.28,1.25,7.58,2.46,0.29,1.12,0.23,9.62,68.23
2016,6,4,6.34,4.12,7.63,3.34,0.55,1.84,0.37,15.69,122.28
2016,6,5,3.18,1.07,7.6,2.41,0.27,1.17,0.23,9.49,66.61
2016,6,6,7.98,8.95,8.33,1.51,0.7,2.43,0.48,19.62,150.73
2016,6,7,6.59,5.71,8.1,2.36,0.57,2.05,0.41,16.55,125.62
2016,6,8,5.2,4.74,8.1,2.29,0.45,1.24,0.25,12.76,98.12
2016,6,9,8.63,10.8,8.67,1.15,0.75,1.95,0.39,20.27,157.61
2016,6,10,8.75,11.23,8.85,1.15,0.76,2.1,0.42,20.62,159.86
2016,6,11,5.86,4.16,7.84,3.26,0.51,1.52,0.3,14.73,113.43
2016,6,12,8.19,9.38,8.3,1.45,0.71,2.27,0.45,19.63,152.12
2016,6,13,7.9,8.02,8.43,1.96,0.68,1.94,0.39,19.11,147.03
2016,6,14,8.69,10.87,8.81,1.26,0.75,2.34,0.47,20.59,159.1
2016,6,15,8.32,9.89,8.6,1.48,0.72,2.31,0.46,19.92,154.33
2016,6,16,3.06,1.74,7.78,1.99,0.27,1.1,0.22,8.95,63.27
2016,6,17,7.08,5.87,8.25,2.97,0.61,2.05,0.41,17.45,133.77
2016,6,18,8.42,10.54,8.43,1.12,0.73,2.22,0.45,20.03,156.54
2016,6,19,7.97,8.8,8.05,1.68,0.69,2.22,0.44,18.8,148.41
2016,6,20,7.81,8.44,8.01,1.87,0.67,2.35,0.46,18.77,147.65
2016,6,21,5.77,4.52,8.01,2.32,0.5,1.96,0.39,15.18,113.18
2016,6,22,7.85,8.83,8.28,1.78,0.68,2.08,0.41,18.98,148.07
2016,6,23,4.35,2.2,7.92,2.82,0.38,1.38,0.27,12.05,87.33
2016,6,24,7.05,7.3,8.25,2.03,0.61,2.27,0.45,18.03,137.05
2016,6,25,8.4,10.46,8.54,1.23,0.73,2.19,0.44,20.03,156.02
2016,6,26,7.64,7.72,7.81,2.21,0.66,1.93,0.38,17.52,141.21
2016,6,27,7.11,5.84,8.14,2.93,0.62,2.18,0.44,17.15,132.96
2016,6,28,3.06,1.14,7.67,2.27,0.27,1.19,0.23,9.26,64.25
2016,6,29,7.35,7.65,8.07,1.84,0.63,2.31,0.45,18.09,140.08
2016,6,30,8.23,10.01,8.41,1.36,0.71,2.26,0.45,19.82,153.92
2016,7,1,3.96,1.46,7.83,2.89,0.34,1.34,0.27,11.25,80.57
2016,7,2,7.53,6.6,8.46,2.93,0.66,2.32,0.46,18.35,140.28
2016,7,3,5.35,1.85,8.28,3.98,0.47,1.75,0.35,14.03,103.38
2016,7,4,7.59,7.28,8.18,2.22,0.66,2.39,0.47,18.53,143.13
2016,7,5,6.03,5.28,7.75,2.37,0.52,2.07,0.41,15.79,119.25
2016,7,6,7.53,8.24,7.63,1.59,0.66,2.32,0.45,18.11,142.79
2016,7,7,5.42,3.85,7.51,2.78,0.48,1.79,0.35,13.84,105.73
2016,7,8,5.28,3.06,7.29,3.13,0.46,1.73,0.34,13.51,102.95
2016,7,9,2.54,0.96,7.74,1.85,0.22,1.13,0.23,8.13,53.98
2016,7,10,6.79,6.29,7.98,2.36,0.59,2.07,0.41,17.12,130.84
2016,7,11,7.37,7.66,8.05,2.06,0.65,2,0.4,17.77,138.16
2016,7,12,7.79,8.65,7.87,1.76,0.69,2.12,0.42,18.45,146
2016,7,13,6.4,5.42,7.72,2.36,0.56,-999,0.4,16.38,124.52
2016,7,14,6.13,4.62,7.58,2.96,0.54,1.95,0.39,15.91,121.09
2016,7,15,6.59,6.28,7.68,2.48,0.59,1.94,0.39,16.55,128.21
2016,7,16,6.39,5.4,7.62,2.35,0.57,2,0.4,16.27,124.09
2016,7,17,7.16,6.9,7.54,1.97,0.64,2.19,0.43,17.33,135.33
2016,7,18,6.34,5.58,7.48,2.17,0.57,1.93,0.38,15.8,122.63
2016,7,19,7.75,8.78,8.07,1.59,0.7,2.41,0.48,18.82,146.18
2016,7,20,7.72,8.84,7.79,1.56,0.7,2.07,0.41,18.03,143.33
2016,7,21,7.53,8.59,7.57,1.53,0.68,2.06,0.41,17.51,140.16
2016,7,22,7.07,6.49,7.34,2.22,0.64,2.1,0.41,16.94,133.88
2016,7,23,7.64,9.28,7.82,1.33,0.7,2.4,0.47,18.57,145.16
2016,7,24,7.26,6.7,7.88,2.57,0.66,2.17,0.43,17.74,136.68
2016,7,25,5.14,3.46,6.92,2.33,0.47,1.82,0.36,13.47,102.27
2016,7,26,7.43,7.76,7.84,1.99,0.68,2.43,0.48,18.16,140.41
2016,7,27,7.44,8.27,7.71,1.57,0.68,2.31,0.45,18.23,141.24
2016,7,28,5.86,5.13,7.22,2.18,0.54,1.82,0.36,14.54,113.1
2016,7,29,4.19,3.42,6.73,1.87,0.38,1.41,0.28,11,82.66
2016,7,30,5.24,4,7.16,2.45,0.48,1.71,0.34,13.73,103.69
2016,7,31,3.63,2.9,7.09,2.42,0.34,1.4,0.28,10.49,74.97
2016,8,1,4.32,2.12,7.25,2.72,0.41,1.66,0.33,12.26,87.46
2016,8,2,5.59,5.15,7.53,2.14,0.52,1.8,0.36,14.56,109.03
2016,8,3,7.49,9.38,7.66,1.29,0.7,2.08,0.41,17.99,140.83
2016,8,4,7.52,9.53,7.64,1.14,0.71,2.14,0.42,17.9,140.54
2016,8,5,7.07,8.07,7.28,1.6,0.67,2.05,0.41,16.93,133.09
2016,8,6,4.85,3.64,6.92,2.32,0.46,1.58,0.31,12.88,96.46
2016,8,7,7.21,8.64,7.33,1.37,0.69,2.01,0.4,17.09,134.33
2016,8,8,4.82,3.01,7.41,3.04,0.46,-999,0.3,12.73,94.84
2016,8,9,7.19,8.72,7.32,1.42,0.7,1.92,0.38,16.77,133.48
2016,8,10,4.02,1.83,6.78,2.81,0.39,1.42,0.28,11.32,81.84
2016,8,11,6.14,6.11,6.84,1.94,0.59,2.02,0.4,15.82,121.77
2016,8,12,6.33,6.29,6.85,1.85,0.62,2.1,0.41,16.26,125.2
2016,8,13,6.6,7.31,6.66,1.55,0.65,2.09,0.41,16.45,129.09
2016,8,14,6.15,6.44,6.55,1.49,0.6,2.02,0.4,15.56,120.04
2016,8,15,6.64,7.19,6.83,1.79,0.66,2.09,0.41,16.42,128.46
2016,8,16,5.85,5.07,6.63,2.51,0.58,1.84,0.36,14.79,114.87
2016,8,17,6.71,7.4,6.88,1.72,0.67,2.05,0.41,16.45,128.7
2016,8,18,4.68,3.6,6.62,2.35,0.47,1.59,0.31,12.37,92.21
2016,8,19,6.43,7.79,6.85,1.43,0.65,1.89,0.38,15.63,122.43
2016,8,20,6.04,6.85,6.82,1.74,0.61,-999,0.34,14.83,115.96
2016,8,21,5.66,5.62,6.79,1.86,0.58,1.7,0.34,14.58,110.42
2016,8,22,7.16,9.82,7.13,0.92,0.73,2.03,0.41,16.94,133.07
2016,8,23,7.2,10.5,7.18,0.73,0.74,1.88,0.38,16.93,133.51
2016,8,24,6.83,9.17,6.8,1.07,0.71,1.76,0.35,15.82,126.8
2016,8,25,5.83,5.3,6.43,2.55,0.61,1.65,0.33,13.97,110.56
2016,8,26,5.77,6.23,6.31,1.7,0.61,1.66,0.33,14.18,111.66
2016,8,27,6.48,7.5,6.64,1.63,0.69,1.81,0.36,15.34,121.39
2016,8,28,6.51,8.43,6.51,1.19,0.7,1.79,0.36,15.5,123.34
2016,8,29,6.25,7.66,6.4,1.45,0.66,1.78,0.35,15.09,119.59
2016,8,30,6.48,8.36,6.61,1.24,0.7,1.77,0.35,15.34,121.27
2016,8,31,5.57,4.96,6.26,2.36,0.6,1.65,0.32,13.66,106.8
2016,9,1,1.92,0.73,5.77,1.47,0.21,0.76,0.15,5.88,40.48
2016,9,2,6.08,6.11,6.52,2.16,0.66,1.64,0.33,14.66,114.56
2016,9,3,2.55,1.12,6.52,1.97,0.28,0.88,0.17,7.62,52.49
2016,9,4,5.91,7.15,6.3,1.45,0.66,1.58,0.31,13.94,110.54
2016,9,5,3.41,1.24,6.27,2.62,0.38,1.08,0.21,9.27,66.9
2016,9,6,2.32,0.99,6,1.72,0.26,0.9,0.18,7.14,48.49
2016,9,7,2.98,2.01,6.01,1.83,0.34,1.02,0.2,8.52,60.46
2016,9,8,5.6,6.53,5.78,1.49,0.64,1.54,0.3,13.61,107.95
2016,9,9,4.43,3.22,5.49,2.5,0.51,1.41,0.27,11.27,87.2
2016,9,10,4.59,3.69,5.56,2.29,0.53,1.42,0.27,11.56,89.62
2016,9,11,4.45,3.4,5.57,2.41,0.52,1.34,0.26,11.07,85.47
2016,9,12,6.26,9.45,6.27,0.82,0.73,1.58,0.31,14.32,114.56
2016,9,13,6.04,8.83,6.04,0.89,0.72,1.53,0.3,14.02,112.37
2016,9,14,5.75,7.81,5.78,1.06,0.69,1.47,0.3,13.49,108.42
2016,9,15,5.86,7.71,5.93,1.34,0.7,1.47,0.29,13.38,107.29
2016,9,16,5.64,7.19,5.88,1.27,0.69,1.42,0.28,13.05,103.19
2016,9,17,5.53,7.05,5.78,1.45,0.68,1.39,0.28,12.95,103.16
2016,9,18,4.19,3.04,5.41,2.37,0.52,1.28,0.25,10.7,81.88
2016,9,19,0.94,0.42,5.07,0.73,0.12,0.38,0.07,3.09,20.41
2016,9,20,3.16,1.11,5.19,2.48,0.4,1.12,0.21,8.71,63.28
2016,9,21,4.09,1.73,5.49,3.02,0.52,1.3,0.25,10.48,79.16
2016,9,22,5.64,8.81,5.61,0.79,0.72,1.43,0.29,12.93,104.65
2016,9,23,5.07,6.87,5.45,1.37,0.66,1.3,0.26,11.83,94.97
2016,9,24,3.3,4.14,5.1,1.15,0.43,0.95,0.19,8.27,63.1
2016,9,25,5.48,8.86,5.61,0.76,0.72,-999,0.26,12.32,99.7
2016,9,26,5.07,6.85,5.24,1.39,0.67,1.18,0.23,11.64,94.45
2016,9,27,2.83,1.26,5.01,2.2,0.38,0.88,0.17,7.77,56.44
2016,9,28,1.85,1.04,5.01,1.36,0.25,0.52,0.1,5.37,37.27
2016,9,29,1.41,0.61,4.83,1.08,0.19,0.45,0.09,4.49,29.85
2016,9,30,1.13,0.54,4.68,0.85,0.16,0.41,0.08,3.69,24.04
2016,10,1,1.56,0.65,4.71,1.22,0.22,0.55,0.11,4.94,32.95
2016,10,2,1.38,0.65,4.81,1.02,0.2,0.48,0.09,4.19,28.08
2016,10,3,3.46,3.6,4.7,1.54,0.48,0.86,0.17,8.51,66.02
2016,10,4,2.55,1.95,4.75,1.64,0.36,0.73,0.14,6.88,50.15
2016,10,5,3.68,3.62,4.77,1.65,0.53,0.97,0.2,8.98,68.91
2016,10,6,4.87,8.17,4.95,0.79,0.71,1.09,0.22,10.95,89.69
2016,10,7,5.01,8.66,5.01,0.67,0.73,1.14,0.23,11.02,90.7
2016,10,8,1.49,0.58,4.57,1.21,0.22,0.55,0.11,4.56,30.73
2016,10,9,0.51,0.33,4.46,0.36,0.08,0.18,0.04,1.66,10.62
2016,10,10,5.02,8.58,4.97,0.7,0.76,1.02,0.2,10.68,88.34
2016,10,11,4.73,8.05,4.81,0.84,0.72,0.95,0.2,10.22,84.81
2016,10,12,3.25,3.53,4.64,1.7,0.5,0.77,0.16,7.85,60.59
2016,10,13,3.05,2.92,4.31,1.73,0.48,0.71,0.14,7.27,56.95
2016,10,14,4.76,8.57,4.72,0.63,0.75,0.86,0.17,10.03,83.96
2016,10,15,4.53,7.88,4.5,0.72,0.72,0.8,0.16,9.58,80.52
2016,10,16,3.92,5.89,4.13,1.15,0.63,0.72,0.15,8.62,71.84
2016,10,17,3.91,5.91,4,1.04,0.63,0.74,0.15,8.82,73.34
2016,10,18,4.07,6.85,4.06,0.84,0.67,0.76,0.16,9.04,75.89
2016,10,19,3.1,4.04,3.63,1.24,0.52,-999,0.12,7.05,58.34
2016,10,20,2.45,1.75,3.82,1.66,0.41,0.6,0.12,6.25,47.27
2016,10,21,2.12,2.51,3.97,1.13,0.36,0.54,0.11,5.55,41.8
2016,10,22,1.08,0.58,3.63,0.84,0.19,0.34,0.07,3.16,21.43
2016,10,23,3.98,6.76,4.1,0.88,0.69,0.67,0.13,8.51,70.8
2016,10,24,3.38,5.54,3.98,0.96,0.59,0.64,0.12,7.41,61.09
2016,10,25,3.05,4.11,4,1.31,0.54,0.52,0.1,6.77,54.57
2016,10,26,3.66,5.19,4.08,1.32,0.66,0.6,0.12,7.83,64.38
2016,10,27,0.66,0.4,3.27,0.51,0.12,0.17,0.03,1.95,12.99
2016,10,28,2.34,2.27,3.65,1.43,0.43,-999,0.09,5.48,42.7
2016,10,29,2.78,2.15,3.56,1.82,0.52,0.47,0.09,6.44,51.24
2016,10,30,2.83,2.75,3.13,1.61,0.53,0.49,0.1,6.3,52.08
2016,10,31,3.65,6.24,3.74,0.94,0.69,0.57,0.12,7.58,64.1
2016,11,1,3.23,4.88,3.57,1.14,0.62,0.51,0.1,6.9,57.66
2016,11,2,3.11,3.98,3.19,1.32,0.6,0.53,0.11,6.76,57.02
2016,11,3,1.68,0.85,3,1.37,0.33,0.38,0.08,4.31,32.38
2016,11,4,3.55,6.83,3.55,0.74,0.7,0.54,0.11,7.33,62.82
2016,11,5,3.32,5.47,3.4,0.98,0.66,0.52,0.1,6.91,59.11
2016,11,6,3.23,5.47,3.43,1.05,0.65,0.46,0.09,6.7,56.98
2016,11,7,3.35,6.4,3.4,0.78,0.69,-999,0.08,6.66,57.96
2016,11,8,3.41,7.25,3.38,0.58,0.7,0.48,0.09,6.95,60.72
2016,11,9,0.91,0.47,2.68,0.73,0.19,0.19,0.04,2.49,17.64
2016,11,10,3.19,5.75,3.31,0.82,0.67,0.41,0.08,6.61,56.8
2016,11,11,3.15,5.71,3.16,0.82,0.67,0.48,0.09,6.55,56.16
2016,11,12,3.38,6.93,3.38,0.69,0.73,0.5,0.1,6.72,58.49
2016,11,13,3.25,6.4,3.28,0.73,0.71,0.43,0.09,6.43,56.32
2016,11,14,3.04,5.03,3.25,1.01,0.66,0.47,0.09,6.12,52.28
2016,11,15,0.7,0.46,2.77,0.52,0.16,0.17,0.03,2.08,14.15
2016,11,16,2.94,5.44,2.91,0.78,0.66,0.41,0.09,5.86,51.23
2016,11,17,2.92,5.44,2.89,0.8,0.66,0.39,0.08,5.84,51.36
2016,11,18,3.02,6.71,2.97,0.54,0.7,0.47,0.09,6.12,54.13
2016,11,19,2.87,5.77,3.01,0.71,0.66,0.51,0.1,5.97,51.46
2016,11,20,1.21,0.64,2.76,0.96,0.28,0.3,0.06,3.15,22.42
2016,11,21,1.1,0.66,2.92,0.85,0.26,0.22,0.05,2.91,20.42
2016,11,22,2.31,3.69,2.88,0.92,0.55,0.34,0.07,4.98,41.41
2016,11,23,2.94,5.69,2.96,0.77,0.7,0.38,0.08,5.73,50.32
2016,11,24,1.3,0.71,2.51,1.03,0.31,0.25,0.05,3.29,24.32
2016,11,25,1.51,1.19,2.59,1.04,0.37,0.25,0.05,3.56,27.51
2016,11,26,2.2,2.84,2.51,1.13,0.54,0.32,0.06,4.64,38.97
2016,11,27,2.62,5,2.76,0.78,0.65,0.34,0.07,5.23,45.73
2016,11,28,2.65,5.53,2.65,0.68,0.66,0.3,0.06,5.12,45.84
2016,11,29,0.3,0.25,2.31,0.23,0.08,0.06,0.02,0.91,5.86
2016,11,30,0.56,0.34,2.17,0.45,0.14,0.12,0.02,1.62,11.01
2016,12,1,2.47,4.91,2.64,0.69,0.63,0.38,0.08,5.03,43.8
2016,12,2,2.39,4.26,2.57,0.8,0.62,0.29,0.06,4.8,41.66
2016,12,3,2.32,4.33,2.63,0.84,0.6,0.28,0.05,4.78,41.1
2016,12,4,2.59,5.5,2.72,0.69,0.67,0.27,0.05,5.02,44.73
2016,12,5,1.84,2.47,2.39,0.99,0.48,0.25,0.05,3.95,32.6
2016,12,6,1.23,0.59,2.53,1.04,0.33,0.2,0.04,3.18,23.15
2016,12,7,0.92,0.54,2.33,0.75,0.24,0.16,0.03,2.45,17.24
2016,12,8,0.78,0.41,2.44,0.65,0.2,0.14,0.03,2.07,14.43
2016,12,9,2.07,3.07,2.61,1.06,0.55,0.21,0.04,4.33,36.22
2016,12,10,1.94,2.94,2.55,0.95,0.52,0.16,0.03,3.96,33.46
2016,12,11,1.44,0.71,2.43,1.21,0.39,0.15,0.03,3.42,26.02
2016,12,12,0.56,0.38,2.23,0.45,0.15,0.09,0.02,1.59,10.69
2016,12,13,2,1.91,2.54,1.35,0.54,0.27,0.05,4.23,35.16
2016,12,14,2.46,5.23,2.5,0.67,0.66,0.27,0.05,4.68,42.2
2016,12,15,1.62,2.41,2.63,0.86,0.44,0.17,0.03,3.34,27.28
2016,12,16,2.09,2.89,2.58,1.16,0.57,0.15,0.03,4.2,35.54
2016,12,17,0.37,0.29,2.18,0.28,0.1,0.06,0.02,1.09,7
2016,12,18,0.83,0.5,2.06,0.67,0.23,0.14,0.03,2.24,16.09
2016,12,19,2.47,4.23,2.6,0.91,0.67,0.27,0.05,4.71,41.59
2016,12,20,2.31,4.93,2.58,0.72,0.63,0.21,0.04,4.41,39.02
2016,12,21,1.41,0.68,2.52,1.2,0.38,0.17,0.04,3.32,25.15
2016,12,22,1.52,1.62,2.26,1.01,0.41,-999,0.04,3.33,26.78
2016,12,23,2.37,4.33,2.53,0.89,0.65,0.22,0.05,4.59,40.76
2016,12,24,0.67,0.7,2.19,0.49,0.18,-999,0.02,1.77,12.72
2016,12,25,2.59,6.41,2.55,0.5,0.7,0.24,0.05,4.84,44.33
2016,12,26,0.92,0.77,2.2,0.7,0.25,0.16,0.03,2.32,16.98
2016,12,27,1.38,1.72,2.18,0.9,0.38,0.22,0.05,3.22,25.7
2016,12,28,1.35,2.02,2.57,0.74,0.37,0.2,0.04,2.98,23.55
2016,12,29,0.42,0.31,2.22,0.32,0.11,0.06,0.02,1.21,8.01
2016,12,30,2.02,3.73,2.54,0.85,0.55,0.17,0.03,4.03,34.77
2016,12,31,1.83,1.22,2.5,1.47,0.49,0.16,0.03,4.01,32.19
2017,1,1,2.61,6.34,2.58,0.52,0.7,0.22,0.05,4.88,44.45
2017,1,2,0.61,0.4,2.35,0.48,0.16,0.12,0.02,1.72,11.6
2017,1,3,0.56,0.38,2.34,0.44,0.15,0.12,0.02,1.64,10.8
2017,1,4,1.61,1.83,2.38,1.02,0.42,0.22,0.05,3.66,29.3
2017,1,5,1.58,1.05,2.68,1.24,0.41,0.19,0.04,3.71,28.52
2017,1,6,1.79,1.49,2.53,1.25,0.47,0.17,0.03,3.98,31.91
2017,1,7,0.37,0.3,2.39,0.29,0.09,0.05,0.01,1.07,7.05
2017,1,8,1.78,2.59,2.76,0.9,0.45,0.19,0.04,3.64,29.61
2017,1,9,1.65,1.02,2.81,1.37,0.42,0.13,0.02,3.73,29.02
2017,1,10,1.54,0.76,2.63,1.29,0.39,0.16,0.03,3.69,27.98
2017,1,11,2.03,1.96,2.71,1.45,0.51,0.24,0.05,4.45,35.96
2017,1,12,1.82,1.72,2.48,1.19,0.45,0.24,0.05,4.26,33.88
2017,1,13,2.73,4.98,2.85,0.96,0.67,0.34,0.07,5.46,47.86
2017,1,14,1.29,0.89,2.7,1.02,0.32,0.22,0.05,3.27,24.03
2017,1,15,2.84,5.66,2.88,0.79,0.69,0.32,0.06,5.47,48.29
2017,1,16,2.88,6.22,2.91,0.68,0.7,0.32,0.06,5.5,49.15
2017,1,17,0.43,0.35,2.42,0.33,0.1,0.08,0.02,1.26,8.27
2017,1,18,0.53,0.4,2.58,0.41,0.12,0.1,0.02,1.56,10.23
2017,1,19,2.55,4.47,2.85,0.88,0.59,0.32,0.06,5.32,45.4
2017,1,20,1.08,0.6,2.77,0.88,0.25,0.17,0.04,2.89,20.37
2017,1,21,1.42,1.41,2.86,0.92,0.33,0.23,0.05,3.56,26.55
2017,1,22,1.31,1.04,2.66,0.96,0.3,0.23,0.05,3.32,24.71
2017,1,23,0.45,0.34,2.67,0.35,0.1,0.09,0.02,1.35,8.75
2017,1,24,0.66,0.45,2.88,0.51,0.15,0.15,0.03,1.96,13.05
2017,1,25,3,5.78,3.08,0.74,0.66,0.38,0.08,6.16,53.15
2017,1,26,1.31,1.26,2.92,0.86,0.29,0.24,0.05,3.28,24.34
2017,1,27,1.6,1.18,3.23,1.13,0.34,0.22,0.05,3.93,28.99
2017,1,28,1.71,1.3,3.13,1.25,0.37,0.22,0.05,4.09,30.68
2017,1,29,2.55,3.24,3.19,1.22,0.54,0.28,0.05,5.38,44.32
2017,1,30,2.18,2.14,3.19,1.47,0.46,0.26,0.05,4.75,38.18
2017,1,31,1.17,0.65,3.19,0.92,0.24,0.16,0.03,3.02,21.63
2017,2,1,1.59,0.7,3.39,1.3,0.33,0.2,0.04,4.11,29.52
2017,2,2,2.34,2.29,3.37,1.38,0.48,0.29,0.05,5.1,41.2
2017,2,3,2.19,1,3.54,1.76,0.44,0.31,0.06,5.2,39.55
2017,2,4,3.71,7.47,3.74,0.64,0.73,0.39,0.08,7.19,62.67
