date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-10-31,15.8,10,23.3,0,,347,1.8,,1019.7,
2023-11-01,16.2,10,22.8,0,,25,5.4,,1018.4,
2023-11-02,17.3,12.2,24.4,0,,314,7.6,,1019.2,
2023-11-03,18.7,14.4,26.1,0,,313,12.2,,1018.7,
2023-11-04,18.9,15,23.9,0,,303,12.6,,1018.1,
2023-11-05,17.3,15,22.2,1,,188,9,,1015.3,
2023-11-06,18.8,15.6,21.1,0.3,,240,13.7,,1014.5,
2023-11-07,16.4,13.9,18.9,0,,291,17.6,,1019.8,
2023-11-08,15.1,10,23.9,0,,304,10.1,,1023.2,
2023-11-09,13.9,8.9,18.9,0,,290,10.8,,1022.4,
2023-11-10,13.9,9.4,21.7,0,,320,7.2,,1019.9,
2023-11-11,15.3,10.6,21.7,0,,323,7.2,,1020.5,
2023-11-12,15.4,10.6,21.1,0,,312,7.9,,1015.7,
2023-11-13,15.8,11.1,19.4,0,,237,6.8,,1014.1,
2023-11-14,16.5,13.3,22.8,0.8,,115,11.9,,1013.4,
2023-11-15,16.9,14.4,20,1.5,,95,9.7,,1009.4,
2023-11-16,16.6,14.4,20.6,5.1,,12,5.8,,1014.1,
2023-11-17,16.8,13.9,18.3,7.4,,86,9,,1011.8,
2023-11-18,16.9,13.3,18.3,12.2,,209,21.6,,1013.9,
2023-11-19,14.6,10.6,17.2,0,,321,16.9,,1026.3,
2023-11-20,15.2,11.1,20.6,0,,52,10.8,,1023.5,
2023-11-21,13.9,8.9,17.8,0,,171,6.8,,1026.6,
2023-11-22,13.6,8.9,19.4,0,,302,4.3,,1021.1,
2023-11-23,15.5,11.1,21.1,0,,311,12.2,,1012.6,
2023-11-24,15.2,11.1,17.2,0,,40,13.7,,1015.1,
2023-11-25,12.9,8.3,17.8,0,,118,10.1,,1019.2,
2023-11-26,12.8,7.8,16.7,0,,74,5,,1019.8,
2023-11-27,11.9,7.2,18.3,0,,29,4.7,,1019.6,
2023-11-28,12.4,7.2,16.7,2,,40,4,,1019.4,
2023-11-29,13.9,11.7,17.2,5.8,,15,9.7,,1015.9,
2023-11-30,14.3,11.7,17.2,0,,285,21.6,,1016.3,
2023-12-01,13.3,9.4,16.7,0,,269,14.4,,1021.2,
2023-12-02,14.2,12.8,17.8,1,,158,9,,1024,
2023-12-03,15.2,13.3,18.3,0,,310,8.6,,1025.7,
2023-12-04,13.9,10.6,17.2,0,,336,6.1,,1024.1,
2023-12-05,13.1,11.1,18.9,0,,14,3.2,,1021.3,
2023-12-06,14.3,9.4,17.8,2.8,,242,14.8,,1017.9,
2023-12-07,13.9,9.4,17.2,0.3,,251,13.3,,1023,
2023-12-08,11.1,6.7,15,0,,311,10.8,,1024.9,
2023-12-09,11.4,6.1,16.1,0,,79,8.3,,1026.9,
2023-12-10,11.3,7.2,15,0,,13,3.6,,1024.8,
2023-12-11,11.3,6.7,17.2,0,,312,8.3,,1018.4,
2023-12-12,13.7,10.6,16.1,0,,357,7.6,,1015.6,
2023-12-13,12.3,8.3,17.2,0,,38,4.7,,1018.2,
2023-12-14,12.3,7.8,15.6,0,,21,3.6,,1021.4,
2023-12-15,12.5,8.9,17.2,0,,104,6.5,,1020.6,
2023-12-16,12.8,7.8,17.8,0,,75,5.4,,1018.9,
2023-12-17,13.6,10.6,15,1.8,,46,5.8,,1016.1,
2023-12-18,13.3,11.7,17.8,20.3,,130,16.9,,1009.9,
2023-12-19,16.9,15,18.3,4.8,,178,16.9,,1007.1,
2023-12-20,14.9,12.8,15.6,33,,101,13.7,,1008,
2023-12-21,14.3,11.7,16.7,0,,30,4,,1015.2,
2023-12-22,13.9,11.7,17.2,0,,313,15.8,,1015.4,
2023-12-23,12.5,8.3,16.7,0,,310,6.8,,1018.4,
2023-12-24,10.7,6.7,13.9,0,,349,4.7,,1023,
2023-12-25,10.8,7.2,15.6,0,,339,6.1,,1023.6,
2023-12-26,11.7,8.9,14.4,0,,39,5.4,,1020.3,
2023-12-27,13.8,11.7,16.1,5.3,,132,16.9,,1018,
2023-12-28,14.2,13.3,17.2,0.3,,12,4.3,,1019.9,
2023-12-29,15.5,13.3,18.3,24.9,,144,15.5,,1014.9,
2023-12-30,13.7,11.1,16.7,4.8,,268,12.2,,1018,
2023-12-31,12.1,9.4,14.4,0,,1,4.7,,1019.1,
2024-01-01,12.1,8.9,15.6,0,,138,6.1,,1021.3,
2024-01-02,11.8,8.3,17.8,6.6,,195,13.7,,1020.1,
2024-01-03,11.8,9.4,15,4.6,,284,19.1,,1021,
2024-01-04,11.6,8.3,16.1,0,,329,11.2,,1025.3,
2024-01-05,13.6,10,16.7,0,,345,7.2,,1025.2,
2024-01-06,11.3,7.2,13.9,3.6,,279,18,,1019.5,
2024-01-07,9.3,3.9,13.3,0,,310,10.1,,1020.5,
2024-01-08,9.2,4.4,12.8,0,,333,6.8,,1026.5,
2024-01-09,11.8,9.4,14.4,1.8,,227,19.8,,1025,
2024-01-10,10.6,6.7,13.9,5.1,,271,22.7,,1017.9,
2024-01-11,9.8,5.6,12.2,0,,307,10.8,,1021.6,
2024-01-12,9.3,5.6,12.2,0,,28,7.2,,1024.4,
2024-01-13,10.5,8.3,13.9,15,,180,13.7,,1019.5,
2024-01-14,13.2,10,15,1,,314,12.2,,1018.8,
2024-01-15,11.6,10,15,0,,46,6.8,,1020.2,
2024-01-16,11.3,8.9,13.9,13.5,,69,6.8,,1018,
2024-01-17,12.4,9.4,15.6,0,,305,9.4,,1018.1,
2024-01-18,11.2,8.3,15.6,0,,35,3.6,,1018.3,
2024-01-19,12.1,10,14.4,6.1,,91,9,,1011.9,
2024-01-20,13.4,12.2,15,4.3,,163,16.6,,1008.1,
2024-01-21,13.3,11.7,16.7,10.2,,140,14.8,,1007.4,
2024-01-22,14.2,12.2,16.1,14.7,,269,13.3,,1007.6,
2024-01-23,13.2,11.7,15,0,,295,13,,1016.5,
2024-01-24,12.6,11.1,15.6,12.7,,171,12.2,,1018.3,
2024-01-25,13.1,9.4,16.1,0,,291,10.8,,1022.9,
2024-01-26,12.4,10.6,15.6,0,,30,3.6,,1025.5,
2024-01-27,13.2,10.6,15.6,0,,51,5.8,,1024.9,
2024-01-28,14.4,11.7,18.9,0,,101,6.1,,1021,
2024-01-29,13.8,9.4,18.9,0,,8,4,,1019,
2024-01-30,14.6,12.2,17.8,0,,249,11.2,,1015.7,
2024-01-31,15.2,11.7,16.1,29,,146,23,,1006.2,
2024-02-01,12.1,10.6,15,10.4,,178,11.5,,1005.1,
2024-02-02,11.8,8.9,14.4,3.3,,262,11.2,,1012.9,
2024-02-03,10.3,8.9,12.8,14.5,,113,14.4,,1014.1,
2024-02-04,11.6,9.4,16.7,29.7,,146,43.2,,998,
2024-02-05,12.7,10.6,15.6,1.8,,195,16.9,,1007.2,
2024-02-06,10.7,6.7,14.4,0,,291,12.6,,1006.3,
2024-02-07,10.8,9.4,12.2,8.6,,284,24.5,,1008.8,
2024-02-08,9,4.4,13.3,0,,315,9.4,,1016.2,
2024-02-09,9.1,5,13.9,0,,309,7.9,,1020.4,
2024-02-10,11.3,7.2,16.1,0,,310,14,,1020.6,
2024-02-11,10.8,6.7,15,0,,248,9.7,,1023.1,
2024-02-12,10.8,7.8,15,0,,339,9,,1020.4,
2024-02-13,11.3,8.3,13.9,0,,297,8.6,,1017.2,
2024-02-14,11.6,9.4,15,2.8,,187,14,,1018,
2024-02-15,11.9,8.9,16.1,0,,119,9.4,,1022.3,
2024-02-16,11.6,9.4,14.4,0,,38,4.3,,1019.9,
2024-02-17,12.6,10.6,14.4,9.7,,148,13,,1013.7,
2024-02-18,12.8,8.3,18.9,8.1,,159,18.4,,1010.4,
2024-02-19,14.4,12.2,17.8,5.8,,186,36.4,,1009.7,
2024-02-20,13.5,10,14.4,14,,165,10.1,,1017,
2024-02-21,10.9,6.7,15,0,,214,9.4,,1021.5,
2024-02-22,11.7,8.9,15,0,,354,7.6,,1024,
2024-02-23,12.3,7.8,18.3,0,,54,5,,1020.1,
2024-02-24,14.2,8.9,20.6,0,,354,3.6,,1017.1,
2024-02-25,14.5,9.4,18.3,0,,347,7.6,,1017.3,
2024-02-26,13.6,11.1,16.7,0.3,,269,14.4,,1016.4,
2024-02-27,12.1,8.3,16.7,0,,317,15.1,,1018,
2024-02-28,11.6,6.7,18.3,0,,324,9.4,,1017.5,
2024-02-29,12.3,10,14.4,7.9,,201,18.7,,1016.1,
2024-03-01,11.9,9.4,14.4,24.9,,207,28.8,,1012,
2024-03-02,10.8,7.2,12.8,7.9,,242,27,,1010.3,
2024-03-03,9.6,7.8,12.2,4.6,,246,11.9,,1016.2,
2024-03-04,10,7.8,13.9,0.5,,168,10.8,,1020,
2024-03-05,12.1,9.4,15.6,0,,161,12.2,,1016.5,
2024-03-06,13,10.6,15,8.6,,328,12.6,,1012.3,
2024-03-07,11.4,9.4,15.6,0,,295,14.8,,1016.2,
2024-03-08,11.7,6.7,18.3,0,,316,11.5,,1021.1,
2024-03-09,12.4,9.4,16.1,0,,224,11.2,,1021.1,
2024-03-10,11.8,8.3,16.7,1.5,,202,12.6,,1018.6,
2024-03-11,12.3,8.9,15,2,,271,13.3,,1018.6,
2024-03-12,12.7,10.6,16.1,2.5,,256,22.7,,1020.9,
2024-03-13,11.9,8.3,16.7,0,,302,19.4,,1021.6,
2024-03-14,15.4,13.9,18.9,0,,1,26.6,,1016.2,
2024-03-15,17.1,14.4,22.8,0,,344,17.6,,1010.7,
2024-03-16,16.7,12.2,21.7,0,,353,13,,1015.8,
2024-03-17,13.8,10,18.3,0,,315,14.4,,1018.9,
2024-03-18,13.7,10.6,17.8,0,,300,19.1,,1019,
2024-03-19,12.9,11.1,16.7,0,,289,19.4,,1018.6,
2024-03-20,13,9.4,17.8,0,,286,16.6,,1018.4,
2024-03-21,13.8,11.1,19.4,0,,264,12.6,,1019.8,
2024-03-22,14.7,11.1,19.4,4.1,,185,18.4,,1015.4,
2024-03-23,12.6,10,15.6,3,,239,19.4,,1011,
2024-03-24,12.3,10,15.6,3.3,,291,31.3,,1011.8,
2024-03-25,12.6,11.1,15,0,,280,28.8,,1015.9,
2024-03-26,12.6,10.6,15.6,0,,281,22.3,,1019.5,
2024-03-27,11.9,8.9,14.4,4.1,,192,14.8,,1019.9,
2024-03-28,13.1,10,16.1,4.1,,252,11.9,,1018,
2024-03-29,11.3,9.4,12.2,14.7,,140,20.5,,1006.4,
2024-03-30,11.7,8.9,17.2,1.5,,113,11.9,,1003.3,
2024-03-31,13.2,10,18.3,0,,300,12.6,,1008.4,
2024-04-01,13.7,8.9,21.7,0,,312,11.5,,1016.8,
2024-04-02,14.7,10,19.4,0,,300,16.2,,1024.3,
2024-04-03,12.8,10.6,15,0,,266,22,,1021,
2024-04-04,10.7,6.7,12.8,12.7,,217,18.4,,1009.4,
2024-04-05,9.2,6.7,13.9,0,,298,27.4,,1013.2,
2024-04-06,11.2,8.3,15,0,,279,18.7,,1025,
2024-04-07,11.9,8.3,15.6,0,,294,22.3,,1022.3,
2024-04-08,12.7,8.3,18.9,0,,291,17.3,,1019.4,
2024-04-09,13.7,8.9,21.7,0,,327,13.7,,1020.5,
2024-04-10,14.1,9.4,22.2,0,,307,14.8,,1018.7,
2024-04-11,15.3,10.6,21.7,0,,310,21.2,,1012.8,
2024-04-12,13.1,10.6,16.1,0,,237,24.1,,1008.3,
2024-04-13,11.7,8.9,13.3,5.6,,136,24.1,,1011.6,
2024-04-14,11.3,9.4,16.1,1.3,,1,20.9,,1018.3,
2024-04-15,12.8,10,18.3,0,,299,13,,1021.7,
2024-04-16,14.1,10,22.2,0,,312,13.3,,1019.7,
2024-04-17,15.4,11.1,24.4,0,,313,14.8,,1016.4,
2024-04-18,15.1,11.1,21.7,0,,310,18,,1013.9,
2024-04-19,13.5,10,18.3,0,,315,15.1,,1014.8,
2024-04-20,13.9,10.6,19.4,0,,307,19.8,,1018.1,
2024-04-21,15.7,11.7,22.2,0,,306,17.6,,1016.2,
2024-04-22,16.2,12.2,22.2,0,,265,14,,1010.4,
2024-04-23,14.7,13.3,16.7,0,,193,20.5,,1014.7,
2024-04-24,14.9,12.2,16.7,0,,215,16.6,,1017.9,
2024-04-25,14,12.2,17.2,0,,272,23.8,,1018.9,
2024-04-26,14.5,11.7,17.2,0,,279,37.1,,1017,
2024-04-27,13.7,10.6,18.3,0,,274,25.9,,1018.8,
2024-04-28,13.4,11.1,17.8,0,,279,35.3,,1019.9,
2024-04-29,14.1,10.6,18.9,0,,280,30.2,,1018.6,
2024-04-30,13,9.4,18.3,0,,272,27.4,,1016.7,
2024-05-01,14.6,9.4,22.2,0,,294,21.2,,1015.7,
2024-05-02,14.8,11.1,19.4,0,,283,32,,1015.6,
2024-05-03,14.1,10.6,20.6,0,,290,24.8,,1013.3,
2024-05-04,12.7,10,13.9,24.1,,235,19.1,,1010.7,
2024-05-05,11.9,8.9,15.6,0,,279,27.4,,1017.7,
2024-05-06,12.9,9.4,20,0,,279,21.6,,1020.6,
2024-05-07,13.6,10.6,17.2,0,,298,17.3,,1018.2,
2024-05-08,16.6,11.1,24.4,0,,306,16.9,,1013.9,
2024-05-09,21.2,15.6,28.9,0,,12,13,,1012.6,
2024-05-10,18.8,13.3,26.7,0,,323,14.4,,1013.6,
2024-05-11,17.7,12.2,21.1,0,,316,19.1,,1013.2,
2024-05-12,14.8,11.1,17.8,0,,294,21.2,,1014.2,
2024-05-13,13.4,11.1,18.3,0,,285,20.9,,1014.3,
2024-05-14,14.1,11.1,19.4,0,,305,16.9,,1012.6,
2024-05-15,14.5,11.7,20,0,,319,15.5,,1012.3,
2024-05-16,15.6,12.2,21.1,0,,263,13.3,,1013.5,
2024-05-17,15.6,12.2,21.1,0,,289,15.5,,1013.3,
2024-05-18,15.6,12.2,20.6,0,,258,12.6,,1014.2,
2024-05-19,15.1,11.1,20.6,0,,281,18.4,,1016,
2024-05-20,15,11.1,22.2,0,,296,16.2,,1014.4,
2024-05-21,15.9,11.1,25,0,,313,17.3,,1014.4,
2024-05-22,15.8,12.2,20,0,,288,26.3,,1013.8,
2024-05-23,14.5,11.1,18.9,0,,277,28.1,,1013.3,
2024-05-24,12.8,11.1,15,0,,261,27,,1013.1,
2024-05-25,13.4,11.7,16.7,0,,265,23,,1016.4,
2024-05-26,14,10.6,21.1,0,,304,17.6,,1017,
2024-05-27,14.4,11.1,18.3,0,,271,19.1,,1017.3,
2024-05-28,14.7,11.7,20,0,,275,24.8,,1017.9,
2024-05-29,16.4,11.7,25,0,,298,23,,1018.1,
2024-05-30,16.9,11.7,24.4,0,,299,19.1,,1014.1,
2024-05-31,17.3,12.8,22.8,0,,303,19.4,,1011.3,
2024-06-01,14.9,12.2,18.3,0,,270,31.7,,1012.9,
2024-06-02,14.8,12.2,20.6,0,,284,34.2,,1014.4,
2024-06-03,16.3,12.2,20.6,0,,283,29.5,,1015.3,
2024-06-04,16.1,11.7,25.6,0,,308,23.4,,1013,
2024-06-05,18.6,12.8,26.7,0,,303,21.6,,1010.8,
2024-06-06,15.5,11.7,18.3,0,,304,26.3,,1010.2,
2024-06-07,15.1,11.7,21.7,0,,292,14.4,,1010.4,
2024-06-08,15.6,12.2,20,0,,272,20.9,,1012.3,
2024-06-09,15.4,12.2,18.3,0,,269,21.6,,1013.8,
2024-06-10,14.4,11.1,20,0,,293,19.8,,1013.6,
2024-06-11,15.7,11.1,27.2,0,,318,18.7,,1011.2,
2024-06-12,16.3,11.7,21.7,0,,310,15.8,,1011.6,
2024-06-13,15.7,11.7,19.4,0,,273,15.8,,1014.6,
2024-06-14,14.1,11.1,19.4,0,,287,24.8,,1016.8,
2024-06-15,14.9,11.1,20.6,0,,277,34.9,,1015.6,
2024-06-16,14.4,10.6,20,0,,295,34.2,,1012.2,
2024-06-17,15.4,10.6,23.3,0,,298,23.4,,1011.5,
2024-06-18,16.9,11.7,22.2,0,,299,21.2,,1009.9,
2024-06-19,13.8,10.6,17.2,0,,280,23,,1012.3,
2024-06-20,12.9,10.6,17.2,0,,271,20.5,,1012.1,
2024-06-21,13.3,10.6,18.9,0,,292,21.2,,1009.9,
2024-06-22,13.8,10,20.6,0,,315,17.3,,1009.4,
2024-06-23,15.2,12.2,19.4,0,,305,23.8,,1011.5,
2024-06-24,15.5,11.1,23.3,0,,304,21.6,,1012.2,
2024-06-25,15.8,11.7,22.2,0,,301,22.7,,1012.6,
2024-06-26,14.1,11.7,18.3,0,,275,27,,1016.3,
2024-06-27,14.7,11.1,18.9,0,,287,27.7,,1013.2,
2024-06-28,15.2,11.1,22.8,0,,317,18.4,,1009.2,
2024-06-29,15.7,11.7,23.3,0,,321,16.2,,1011.5,
2024-06-30,17.8,12.2,21.1,0,,294,26.6,,1014.4,
2024-07-01,16.1,12.2,23.3,0,,305,20.2,,1012.2,
2024-07-02,19.1,13.9,31.1,0,,317,13,,1008.9,
2024-07-03,22.5,16.7,30,0,,314,16.2,,1010,
2024-07-04,21.1,13.3,30.6,0,,308,18,,1014.1,
2024-07-05,18.5,12.8,25,0,,306,22.7,,1013.3,
2024-07-06,17.7,13.3,24.4,0,,307,23,,1010.8,
2024-07-07,17.3,13.3,22.2,0,,306,22.3,,1011.7,
2024-07-08,16.4,13.3,21.7,0,,304,22.7,,1010.5,
2024-07-09,16.4,14.4,22.2,0,,282,20.5,,1011.6,
2024-07-10,17.2,13.9,23.3,0,,313,18.4,,1011.4,
2024-07-11,18.2,13.3,27.2,0,,314,18.7,,1010.5,
2024-07-12,17.3,12.2,21.1,0,,302,24.1,,1010.4,
2024-07-13,15.6,12.2,22.2,0,,313,17.6,,1012.7,
2024-07-14,16.6,13.3,20.6,0,,309,19.1,,1016.5,
2024-07-15,16.2,13.3,21.1,0,,266,18,,1017.1,
2024-07-16,16.9,13.9,21.1,0,,264,21.2,,1016.5,
2024-07-17,15.6,12.8,19.4,0,,283,23.8,,1016.9,
2024-07-18,16,12.8,21.1,0,,302,24.5,,1015.7,
2024-07-19,17.3,12.2,27.2,0,,316,21.2,,1014.7,
2024-07-20,17.3,13.3,20,0,,298,27,,1013.8,
2024-07-21,14.9,12.8,17.8,0,,277,20.9,,1013.8,
2024-07-22,15.9,12.2,23.9,0,,311,16.9,,1010.3,
2024-07-23,17.4,12.8,25.6,0,,309,16.9,,1011.5,
2024-07-24,20.2,15,26.7,0,,307,19.8,,1015.9,
2024-07-25,18.1,13.9,25,0,,304,21.6,,1016.9,
2024-07-26,15.7,12.2,18.9,0,,284,25.2,,1013.2,
2024-07-27,13.8,12.8,15.6,0,,254,18.4,,1013.8,
2024-07-28,14.9,12.8,21.1,0,,252,17.3,,1013.6,
2024-07-29,14.9,12.8,18.9,0,,276,18.7,,1016.1,
2024-07-30,16.3,13.9,20.6,0,,277,21.6,,1015.5,
2024-07-31,15.9,12.8,20,0,,294,20.5,,1014.1,
2024-08-01,14.7,12.2,20,0,,304,23.4,,1016.4,
2024-08-02,14.8,12.2,20,0,,304,25.6,,1017.8,
2024-08-03,15.8,12.2,21.1,0,,302,25.2,,1014.7,
2024-08-04,14.2,12.2,17.8,0,,282,23,,1014,
2024-08-05,13.8,11.7,17.2,0,,275,21.6,,1014.8,
2024-08-06,15.1,11.7,23.3,0,,318,18.4,,1014.2,
2024-08-07,15.8,12.2,22.2,0,,307,21.6,,1013.6,
2024-08-08,14,11.1,18.3,0,,296,25.9,,1014,
2024-08-09,13.8,10.6,18.3,0,,290,22.7,,1014,
2024-08-10,14.1,11.7,17.8,0,,312,19.4,,1014.2,
2024-08-11,14.4,11.7,17.8,0,,285,21.2,,1014.8,
2024-08-12,14.4,11.7,18.9,0,,270,21.2,,1014.9,
2024-08-13,15.4,12.2,20.6,0,,296,20.2,,1015,
2024-08-14,15.4,11.1,20.6,0,,299,24.1,,1017,
2024-08-15,15.3,11.7,20,0,,290,28.4,,1016.5,
2024-08-16,15.9,10.6,22.2,0,,289,23.8,,1013.7,
2024-08-17,17.9,14.4,22.8,0,,263,18.4,,1014.2,
2024-08-18,17.1,13.3,20.6,0,,289,22,,1016.1,
2024-08-19,15.6,11.1,21.1,0,,287,24.5,,1017.3,
2024-08-20,16.9,11.7,24.4,0,,294,19.4,,1017.6,
2024-08-21,16.9,13.3,21.7,0,,270,22.7,,1016.6,
2024-08-22,16.1,13.9,20,0,,270,26.3,,1014.5,
2024-08-23,15.9,13.3,19.4,0,,272,11.2,,1015.9,
2024-08-24,17.5,14.4,22.2,2.5,,257,16.9,,1017.9,
2024-08-25,18,13.3,25.6,0,,295,15.1,,1018.9,
2024-08-26,19.1,13.3,28.3,0,,297,18,,1018.1,
2024-08-27,17.8,12.8,30,0,,301,14.4,,1015.2,
2024-08-28,18.9,13.3,21.7,0,,305,18,,1013.2,
2024-08-29,16.6,13.9,21.7,0,,298,14,,1014.6,
2024-08-30,16.8,14.4,21.7,0,,288,20.9,,1015.1,
2024-08-31,17.2,15,20,0,,282,24.8,,1014.4,
2024-09-01,17,13.9,22.2,0,,,23.8,,,
2024-09-02,17.9,14.4,21.7,0,,,22,,,
2024-09-03,17.6,10.6,28.9,0,,,13.7,,,
2024-09-04,17.8,12.8,22.2,0,,305,19.8,,1014.8,
2024-09-05,15.6,11.7,24.4,0,,316,18.4,,1016.3,
2024-09-06,15.2,11.7,21.1,0,,301,26.6,,1014.7,
2024-09-07,14.3,11.7,18.9,0,,299,27,,1012.5,
2024-09-08,14.1,10.6,21.7,0,,307,20.5,,1011.2,
2024-09-09,14.4,11.7,20.6,0,,293,19.8,,1012.5,
2024-09-10,14.8,11.1,19.4,0,,257,19.8,,1012.3,
2024-09-11,14.8,11.7,19.4,0,,279,32,,1011.4,
2024-09-12,15.2,10.6,22.8,0,,303,18.7,,1009.3,
2024-09-13,16.2,11.7,22.8,0,,307,17.3,,1009.1,
2024-09-14,14.6,11,21.1,0,,312,14.4,,1010.8,
2024-09-15,14.2,12.2,17.8,0,,265,35.3,,1010.9,
2024-09-16,14.7,12.2,19.4,0,,297,19.4,,1011.1,
2024-09-17,14.9,12.2,18.3,0,,231,16.9,,1015.3,
2024-09-18,16.3,12.8,21.7,0,,281,17.6,,1011.6,
2024-09-19,15.2,12.2,18.9,0,,306,16.9,,1012.1,
2024-09-20,15.4,12.8,19.4,0,,286,16.6,,1012.4,
2024-09-21,15.2,12.2,21.1,0,,301,13.3,,1012.4,
2024-09-22,15.3,12.2,21.7,0,,316,14,,1013.2,
2024-09-23,15.8,11.7,30,0,,322,9.7,,1010.4,
2024-09-24,21.1,14.4,26.1,0,,309,12.6,,1008.4,
2024-09-25,17,13.3,21.1,0,,275,13.7,,1010.9,
2024-09-26,15.7,13.3,20.6,0,,296,17.6,,1012.5,
2024-09-27,17.3,12.8,30,0,,312,10.8,,1010.4,
2024-09-28,18.3,13.3,18.9,0,,293,23,,1011.1,
2024-09-29,15.2,13.3,19.4,0,,287,14.8,,1013.7,
2024-09-30,17.1,12.2,30.6,0,,315,9.4,,1012.4,
2024-10-01,22.3,16.1,34.4,0,,348,6.5,,1013.2,
2024-10-02,24.2,18.3,33.3,0,,332,9.4,,1010.5,
2024-10-03,22.1,16.1,31.1,0,,312,11.9,,1008.5,
2024-10-04,19,14.4,27.8,0,,304,15.1,,1012.3,
2024-10-05,21.6,16.7,34.4,0,,329,7.6,,1014.2,
2024-10-06,25.1,20,36.7,0,,346,6.8,,1013.4,
2024-10-07,25.2,17.2,30.6,0,,331,15.1,,1010.9,
2024-10-08,18.5,13.9,21.7,0,,297,24.5,,1011.1,
2024-10-09,15.2,10.6,18.3,0,,303,18.4,,1014.9,
2024-10-10,15.7,12.2,18.9,0,,302,18.7,,1016.1,
2024-10-11,14.6,11.1,21.7,0,,297,13,,1017.5,
2024-10-12,16.6,13.3,22.2,0,,351,9.7,,1019.4,
2024-10-13,19.4,13.9,23.9,0,,299,16.6,,1017.9,
2024-10-14,15.5,13.3,18.3,0,,295,18,,1018.7,
2024-10-15,16,12.2,22.2,0,,297,16.6,,1017.5,
2024-10-16,16.9,13.9,20,0,,284,18.4,,1015.2,
2024-10-17,15.6,12.8,18.9,0,,290,28.8,,1013.3,
2024-10-18,17.9,13.9,22.8,0,,318,18.4,,1018.3,
2024-10-19,18.4,12.2,26.1,0,,326,6.5,,1017.8,
2024-10-20,17.3,11.1,24.4,0,,331,7.9,,1018.5,
2024-10-21,15.1,10.6,20,0,,301,17.3,,1019.3,
2024-10-22,13.6,10,18.9,0,,295,15.8,,1019.9,
2024-10-23,13.8,9.4,21.7,0,,312,11.9,,1019.2,
2024-10-24,16.1,11.1,23.9,0,,319,8.3,,1015.5,
2024-10-25,16.2,11.1,23.3,0,,346,8.3,,1015.6,
2024-10-26,15.6,10,22.2,0,,309,10.4,,1019.3,
2024-10-27,16.7,13.3,20.6,0,,272,14,,1019,
2024-10-28,14.8,11.7,17.8,0,,287,21.6,,1017,
2024-10-29,12.8,8.9,17.8,0,,288,14.4,,1016.9,
2024-10-30,12.1,7.8,17.2,0,,235,13.2,,1019.7,
2024-10-31,13.7,10.6,18.3,0.3,,274,17.6,,1019.6,
2024-11-01,13.8,9.4,20,0.3,,220,13,,1016.4,
2024-11-02,15.4,12.8,17.8,0.3,,281,22.7,,1014.8,
2024-11-03,14.6,11.1,20,0,,298,21.6,,1018.4,
2024-11-04,15.9,11.1,22.8,0,,299,14.8,,1020.7,
2024-11-05,15.1,10.6,21.7,0,,309,16.9,,1018.2,
2024-11-06,17.3,12.8,19.4,0,,31,26.3,,1016.4,
2024-11-07,15.7,10.6,21.1,0,,279,7.2,,1021,
2024-11-08,14.8,9.4,21.1,0,,318,7.6,,1020.1,
2024-11-09,13.8,8.3,20,0,,317,9.4,,1016.2,
2024-11-10,13.6,8.9,21.1,0,,321,7.9,,1016.4,
2024-11-11,15.4,12.2,17.2,5.6,,258,15.5,,1017.8,
2024-11-12,13.4,9.4,17.2,0,,316,7.9,,1022.7,
2024-11-13,12.8,7.8,18.3,0.5,,184,12.2,,1019.7,
2024-11-14,14.3,11.1,17.2,0,,289,13.7,,1017.1,
2024-11-15,12.2,10,15,0,,302,19.1,,1015,
2024-11-16,11.2,3.3,13.3,0,,301,10.2,,1018.4,
