date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-21,18.8,15.6,23.3,4.1,,269,16.9,,1015.1,
2022-09-22,17.9,13.9,26.1,0,,318,14.4,,1017.1,
2022-09-23,18.9,14.4,28.3,0,,327,13,,1014.4,
2022-09-24,20.3,15.6,28.9,0,,317,14,,1015.6,
2022-09-25,17.6,14.4,21.1,0,,307,20.2,,1016.5,
2022-09-26,16.1,13.9,19.4,0,,304,19.1,,1015,
2022-09-27,15.6,13.9,19.4,0,,291,20.9,,1015.6,
2022-09-28,16.7,14.4,21.7,0,,290,19.4,,1017,
2022-09-29,18,13.9,26.7,0,,313,16.6,,1015.9,
2022-09-30,18.6,13.3,27.8,0,,316,15.8,,1010.5,
2022-10-01,15.7,12.8,22.2,0,,316,12.2,,1010.9,
2022-10-02,18.4,16.1,23.3,0,,252,15.1,,1014.6,
2022-10-03,17.8,14.4,21.7,0,,311,18.7,,1016.9,
2022-10-04,16.2,14.4,18.9,0,,291,22,,1016.2,
2022-10-05,15.8,12.8,22.8,0,,321,15.5,,1015.6,
2022-10-06,15.1,12.2,20.6,0,,306,18,,1016.7,
2022-10-07,15,11.7,21.1,0,,319,15.8,,1017.8,
2022-10-08,14.6,12.2,18.9,0,,311,19.4,,1017.4,
2022-10-09,14.2,11.7,17.2,0,,310,16.9,,1017.2,
2022-10-10,14.9,12.2,20.6,0,,315,15.5,,1015.1,
2022-10-11,14.1,11.1,18.9,0,,313,13.3,,1015.2,
2022-10-12,15.4,12.2,20,0,,317,13,,1018.7,
2022-10-13,14.6,12.8,17.2,0,,282,20.5,,1016.8,
2022-10-14,14.1,12.2,18.9,0,,306,13.7,,1010.9,
2022-10-15,15.1,12.2,20,0,,206,10.8,,1012.1,
2022-10-16,17.7,13.3,20,0,,254,9.7,,1016.8,
2022-10-17,16,11.7,22.2,0,,324,9.4,,1017.6,
2022-10-18,17.8,13.9,25.6,0,,356,5.8,,1017.4,
2022-10-19,19.9,14.4,30,0,,345,10.1,,1016.7,
2022-10-20,16.9,12.2,20,0,,310,21.6,,1013.8,
2022-10-21,13.9,11.1,19.4,0,,289,14.4,,1011.9,
2022-10-22,16.3,12.8,18.9,0.3,,280,33.1,,1009.1,
2022-10-23,14.4,10.6,19.4,0,,296,18,,1015.3,
2022-10-24,15.4,10,23.3,0,,323,11.5,,1021.7,
2022-10-25,14.8,11.1,18.3,0,,288,21.6,,1020.3,
2022-10-26,13.4,8.9,18.9,0,,281,16.9,,1018.1,
2022-10-27,13.5,8.3,21.1,0,,336,8.3,,1017.5,
2022-10-28,13.8,8.9,18.9,0,,309,13.7,,1021.3,
2022-10-29,13.2,8.3,20.6,0,,290,15.8,,1023.2,
2022-10-30,14.6,11.7,18.9,0,,277,14.4,,1019.5,
2022-10-31,13.2,10,17.8,0,,345,9,,1013.5,
2022-11-01,13.7,10.6,15,7.1,,225,18.4,,1012,
2022-11-02,12.1,10,15.6,0.3,,255,19.4,,1018.4,
2022-11-03,11.4,7.2,15.6,0,,305,12.6,,1022.8,
2022-11-04,11.6,7.8,17.2,0,,349,7.9,,1026.8,
2022-11-05,14.3,11.7,17.8,0.3,,143,8.6,,1020.1,
2022-11-06,14.3,11.1,17.2,0.8,,244,16.9,,1012.4,
2022-11-07,12.6,10,15.6,0.5,,189,16.6,,1011,
2022-11-08,10.8,8.9,12.8,30.5,,186,17.3,,1004.3,
2022-11-09,11,7.8,15.6,0.3,,267,13,,1019.3,
2022-11-10,11.2,6.7,15.6,0,,23,10.1,,1024.1,
2022-11-11,10.6,6.1,15.6,0,,327,6.5,,1020.7,
2022-11-12,11.8,8.9,15,0.5,,302,18,,1019.9,
2022-11-13,12,7.2,17.2,0,,301,12.2,,1020.8,
2022-11-14,10.3,5,16.1,0,,349,6.1,,1020.7,
2022-11-15,12.7,7.2,20,0,,336,7.6,,1023.4,
2022-11-16,12.6,6.7,20,0,,319,8.3,,1027.2,
2022-11-17,11.4,6.1,16.7,0,,308,12.6,,1024,
2022-11-18,11.4,7.2,18.3,0,,330,7.2,,1018.7,
2022-11-19,11.9,8.3,17.2,0,,103,10.4,,1021.4,
2022-11-20,11.4,6.1,17.2,0,,143,5.8,,1023.6,
2022-11-21,11.3,5.6,17.8,0,,348,4.3,,1022.1,
2022-11-22,11,6.1,16.7,0,,305,9.4,,1021.4,
2022-11-23,12.5,7.8,19.4,0,,336,6.5,,1021.6,
2022-11-24,12.4,7.8,20.6,0,,7,6.5,,1022.5,
2022-11-25,12.6,7.2,19.4,0,,330,5.8,,1024.9,
2022-11-26,12.2,7.8,17.2,0,,333,10.1,,1021.5,
2022-11-27,11.5,6.7,17.2,0,,315,10.4,,1018.7,
2022-11-28,11.8,7.8,15,0,,291,24.5,,1015.6,
2022-11-29,10.1,5.6,14.4,0,,329,8.6,,1016.8,
2022-11-30,9,5,13.9,0,,165,9.4,,1014.9,
2022-12-01,11,6.7,12.2,18,,246,18.4,,1012.5,
2022-12-02,7.5,3.3,11.7,0,,52,6.5,,1020.2,
2022-12-03,8.7,7.2,10,16,,20,5.4,,1015.6,
2022-12-04,11,7.8,15.6,2.5,,184,11.9,,1017.7,
2022-12-05,12.5,10,15.6,3,,213,12.6,,1016.6,
2022-12-06,10.9,8.3,13.3,0,,38,7.2,,1017.5,
2022-12-07,9.4,5.6,13.9,0,,311,6.1,,1023.1,
2022-12-08,8.9,5,13.3,0.5,,169,9.7,,1024.2,
2022-12-09,10.1,6.1,11.7,0,,8,6.5,,1020.6,
2022-12-10,12.4,8.9,15.6,35.6,,201,28.4,,1007.5,
2022-12-11,10.4,7.8,12.2,11.2,,213,20.9,,1007.5,
2022-12-12,9.1,5.6,11.7,0.3,,326,14,,1014.2,
2022-12-13,7.3,3.3,12.2,0,,286,7.6,,1020,
2022-12-14,7.9,3.9,11.7,0,,328,4.3,,1023.6,
2022-12-15,9.4,5.6,13.3,0,,36,9.4,,1022,
2022-12-16,8.2,3.3,12.8,0,,106,6.8,,1021.4,
2022-12-17,8.8,4.4,13.3,0,,173,5,,1018.5,
2022-12-18,8.3,3.3,13.3,0,,3,4.3,,1017.9,
2022-12-19,7.9,5.6,8.3,0,,56,9.7,,1024.6,
2022-12-20,8.4,7.2,11.7,0,,15,5,,1027.4,
2022-12-21,9.2,5,12.2,0,,16,3.2,,1024.6,
2022-12-22,10.3,8.3,13.3,0,,22,8.6,,1021.1,
2022-12-23,10.8,9.4,13.3,0,,40,7.2,,1024,
2022-12-24,10.5,6.7,14.4,0,,36,4.3,,1028,
2022-12-25,11.4,7.8,15.6,0,,43,6.5,,1024.8,
2022-12-26,10.7,9.4,14.4,5.8,,44,11.2,,1019.1,
2022-12-27,13.7,10,16.7,34.5,,230,22.3,,1012.3,
2022-12-28,10.8,7.2,13.9,0,,334,8.3,,1014.9,
2022-12-29,10.4,9.4,14.4,11.4,,56,9.4,,1012.6,
2022-12-30,14,13.3,17.8,13.2,,212,27.4,,1013.5,
2022-12-31,14.6,11.7,16.7,93.2,,263,19.4,,1006.9,
2023-01-01,12.3,9.4,17.2,0,,288,15.1,,1011.3,
2023-01-02,11.3,8.3,11.7,13.5,,62,16.9,,1011,
2023-01-03,10.3,8.9,12.8,0,,28,10.8,,1014.7,
2023-01-04,11.6,9.4,16.7,41.9,,114,29.5,,1006.8,
2023-01-05,14.5,11.7,15.6,10.9,,186,24.5,,1012.1,
2023-01-06,12.6,10,16.7,0,,129,12.6,,1022.4,
2023-01-07,14.2,11.1,16.7,4.8,,119,29.2,,1014.3,
2023-01-08,14.1,13.3,17.2,19.3,,179,18.4,,1014.3,
2023-01-09,14.9,11.1,16.7,35.6,,176,15.8,,1007.1,
2023-01-10,13.2,11.1,15,10.2,,193,33.1,,1009.3,
2023-01-11,12.7,11.1,15.6,13.5,,122,20.9,,1017.9,
2023-01-12,14.4,12.8,20.6,0,,77,13,,1018.7,
2023-01-13,15.6,12.2,17.2,14.2,,134,20.9,,1015.1,
2023-01-14,14.4,12.8,15.6,24.9,,214,25.9,,1005.9,
2023-01-15,12.2,9.4,13.3,19.3,,168,16.9,,1004.8,
2023-01-16,10.7,8.3,13.3,21.8,,279,29.9,,1005.2,
2023-01-17,9.9,5.6,14.4,0,,278,7.6,,1016.2,
2023-01-18,9.6,6.1,13.3,6.1,,98,9.7,,1020.9,
2023-01-19,10.9,8.3,12.8,0,,311,11.9,,1023.1,
2023-01-20,11,7.8,12.8,0,,32,18.7,,1026,
2023-01-21,8.7,4.4,13.9,0,,313,6.8,,1028.7,
2023-01-22,11.2,8.3,15.6,0,,354,19.1,,1022.7,
2023-01-23,13.2,8.3,17.2,0,,5,15.1,,1021.3,
2023-01-24,12.1,6.7,17.8,0,,5,11.2,,1027,
2023-01-25,12.1,6.7,20.6,0,,25,6.5,,1027.5,
2023-01-26,14.6,10.6,20,0,,95,12.2,,1029,
2023-01-27,11.8,7.2,14.4,0,,326,13,,1022.2,
2023-01-28,9.6,6.1,13.9,0,,300,13,,1016,
2023-01-29,10.7,8.9,11.7,0.5,,338,27,,1011.4,
2023-01-30,9.1,5,12.8,0,,61,12.2,,1018.4,
2023-01-31,8.6,2.2,15.6,0,,306,8.3,,1022,
2023-02-01,8.9,3.9,13.9,0,,357,4,,1022.7,
2023-02-02,8.9,4.4,16.7,0,,126,7.2,,1023.5,
2023-02-03,12.3,10,14.4,14.7,,58,7.9,,1023.1,
2023-02-04,11.2,10.6,15.6,16.3,,122,17.6,,1018.7,
2023-02-05,12.9,8.9,13.9,1.8,,289,23.4,,1023.6,
2023-02-06,9.9,5,15,0,,306,9.4,,1028.6,
2023-02-07,10.1,5.6,16.1,0,,8,5.8,,1027.5,
2023-02-08,10.6,6.1,17.2,0,,333,7.2,,1027.3,
2023-02-09,11.3,6.1,17.8,0,,350,7.2,,1025.1,
2023-02-10,11.5,6.7,14.4,0,,284,19.4,,1021.8,
2023-02-11,9.7,6.7,13.3,1.5,,306,11.9,,1014.8,
2023-02-12,10.1,5.6,17.8,0,,321,10.1,,1014.6,
2023-02-13,10.8,6.1,15.6,0,,288,29.2,,1013,
2023-02-14,10.1,6.7,11.7,0,,308,29.5,,1017.9,
2023-02-15,10.1,5,15,0,,334,15.1,,1024,
2023-02-16,8.6,3.9,14.4,0,,31,5,,1023.5,
2023-02-17,10.4,5.6,16.7,0,,46,7.9,,1019.7,
2023-02-18,10.2,4.4,15.6,0,,6,6.5,,1018.3,
2023-02-19,10.8,5,18.9,0,,343,8.6,,1018.8,
2023-02-20,11.7,7.2,19.4,0,,313,9.4,,1019.7,
2023-02-21,12.3,7.8,13.3,0,,289,47.5,,1010.7,
2023-02-22,8.5,5.6,10.6,1,,288,32,,1009.3,
2023-02-23,6.9,3.9,10.6,8.6,,188,23,,1009.5,
2023-02-24,7.3,5,10.6,15,,283,17.6,,1005.9,
2023-02-25,7.8,6.7,11.1,0,,357,11.2,,1012.3,
2023-02-26,9.3,6.7,11.7,5.3,,218,18,,1016.2,
2023-02-27,7.9,5,11.1,13.7,,218,20.2,,1014.3,
2023-02-28,8.7,6.1,13.3,8.4,,231,19.1,,1011.7,
2023-03-01,8.1,3.9,12.8,0,,313,23.8,,1013.4,
2023-03-02,10.1,4.4,13.9,0,,296,16.9,,1020.5,
2023-03-03,10.3,8.3,14.4,0,,295,17.6,,1017.7,
2023-03-04,9.8,8.3,11.7,5.3,,217,18.4,,1012,
2023-03-05,9.9,6.7,12.2,5.8,,241,20.5,,1015.2,
2023-03-06,8.9,5.6,12.8,5.1,,177,13.7,,1020.8,
2023-03-07,9.1,5.6,12.8,0.3,,224,10.1,,1021.8,
2023-03-08,9.8,7.2,13.3,2.8,,281,12.2,,1020.8,
2023-03-09,9.1,6.7,14.4,18.3,,159,22.3,,1013,
2023-03-10,12.6,10,15.6,13,,289,16.9,,1010.1,
2023-03-11,11.7,8.3,17.2,0.3,,215,9,,1014.9,
2023-03-12,13.8,12.8,15,14.5,,179,20.9,,1017.5,
2023-03-13,14.6,12.8,18.9,0.3,,173,17.3,,1017.4,
2023-03-14,15.1,8.9,17.8,18,,189,34.6,,1007.2,
2023-03-15,10.2,6.1,15,0,,309,15.5,,1015.6,
2023-03-16,10.7,7.2,15.6,0,,289,13.7,,1017.8,
2023-03-17,11.2,7.8,17.8,0,,321,11.9,,1018.3,
2023-03-18,12.4,8.3,17.8,1,,14,6.1,,1015.2,
2023-03-19,13.3,10.6,15,13.7,,274,14.8,,1009.7,
2023-03-20,11.4,9.4,13.9,1.5,,283,12.6,,1012.1,
2023-03-21,10.8,8.9,13.3,28.4,,121,31.7,,995.5,
2023-03-22,10.5,9.4,14.4,5.6,,92,20.9,,1010.9,
2023-03-23,11.8,9.4,13.9,0.8,,285,28.4,,1024.5,
2023-03-24,10.7,7.8,13.9,0,,313,28.4,,1029.7,
2023-03-25,9.9,5.6,14.4,0,,317,22.7,,1026.2,
2023-03-26,10,6.1,14.4,0,,327,17.3,,1025.2,
2023-03-27,9.7,4.4,16.7,0,,324,11.5,,1022.3,
2023-03-28,11.5,8.3,12.8,16,,182,19.8,,1013.1,
2023-03-29,10.2,8.9,11.7,17,,160,15.1,,1009.2,
2023-03-30,10.4,7.2,14.4,0,,308,13.7,,1015.9,
2023-03-31,10.7,6.7,15,0,,284,10.4,,1023.5,
2023-04-01,11.2,6.1,16.7,0,,278,13,,1023.5,
2023-04-02,12.5,9.4,14.4,0,,285,24.8,,1020.6,
2023-04-03,10.4,7.8,12.8,0,,301,35.3,,1020.4,
2023-04-04,9.5,5.6,14.4,0,,309,18.4,,1023.2,
2023-04-05,10.5,7.2,15,0,,295,18,,1022.9,
2023-04-06,11.2,8.3,16.1,0,,259,12.2,,1019.8,
2023-04-07,13.2,11.1,16.1,1.5,,194,16.6,,1017.1,
2023-04-08,12.7,10,18.9,0,,311,13.7,,1019.5,
2023-04-09,13.6,9.4,21.7,0,,296,14,,1021.1,
2023-04-10,15.1,11.1,20,0,,297,17.3,,1018,
2023-04-11,14.2,10,16.7,0,,276,30.2,,1018.9,
2023-04-12,11.6,8.9,15,0,,285,34.2,,1014.6,
2023-04-13,11.8,8.3,16.7,0,,284,24.8,,1012.3,
2023-04-14,11.4,9.4,15,0,,278,26.6,,1015.4,
2023-04-15,11.7,9.4,15,0,,289,21.6,,1020.8,
2023-04-16,11.8,9.4,15.6,0,,285,24.1,,1021.1,
2023-04-17,12.3,10,15,1,,270,25.6,,1017.5,
2023-04-18,12.1,8.3,15,0,,293,16.6,,1019,
2023-04-19,11.9,8.3,16.1,0,,290,22.7,,1023.5,
2023-04-20,12.8,8.3,18.9,0,,296,18.7,,1026.6,
2023-04-21,14.7,10.6,22.2,0,,325,18,,1024.1,
2023-04-22,14.9,10.6,20.6,0,,297,26.6,,1016.2,
2023-04-23,13.7,10.6,16.1,0,,282,31.7,,1013.8,
2023-04-24,12.7,10,16.7,0,,278,29.9,,1015.5,
2023-04-25,13.5,8.9,25,0,,322,15.1,,1014.2,
2023-04-26,14.7,10,25,0,,312,15.8,,1014.6,
2023-04-27,15.6,10,28.3,0,,320,15.5,,1013.1,
2023-04-28,15.3,10.6,19.4,0,,302,22.7,,1014.3,
2023-04-29,13.1,10.6,16.7,0,,305,21.6,,1016.8,
2023-04-30,12.9,10.6,16.1,0,,277,38.5,,1014.5,
2023-05-01,12.8,11.1,15,0.3,,263,30.2,,1010.1,
2023-05-02,11.8,10,14.4,12.2,,145,13.7,,1009,
2023-05-03,12.6,10.6,15.6,5.1,,104,14.4,,1009.7,
2023-05-04,12.3,10.6,15.6,0.3,,276,12.6,,1012.2,
2023-05-05,13.3,11.7,16.1,0,,232,11.5,,1017.5,
2023-05-06,13.8,11.7,17.2,0.5,,227,13.7,,1018.7,
2023-05-07,13.8,10,18.3,0,,286,13.7,,1019.5,
2023-05-08,13.9,11.1,18.3,0,,230,18,,1018.7,
2023-05-09,14.4,11.7,18.3,0,,273,23.4,,1016.8,
2023-05-10,13.9,12.2,16.7,0,,274,22.3,,1018.4,
2023-05-11,14.2,12.2,17.2,0,,271,24.1,,1018.4,
2023-05-12,14.2,11.7,20.6,0,,283,25.9,,1017.2,
2023-05-13,15.2,11.7,27.8,0,,318,15.1,,1011.8,
2023-05-14,16.7,11.7,22.2,0,,317,13.3,,1010.8,
2023-05-15,16.9,12.8,20,0,,308,18,,1017.7,
2023-05-16,15.5,12.2,22.2,0,,292,23.4,,1016.7,
2023-05-17,14.3,11.7,17.8,0,,296,23.4,,1014.1,
2023-05-18,14.2,12.2,17.8,0,,283,21.6,,1014.2,
2023-05-19,14.7,12.8,17.8,0,,283,22.3,,1017.3,
2023-05-20,14.1,12.2,17.2,0,,267,22.3,,1019.7,
2023-05-21,14.8,12.2,20,0,,282,18,,1016.5,
2023-05-22,15.1,11.1,21.7,0,,302,14.8,,1012.4,
2023-05-23,14.8,12.2,19.4,0,,216,19.4,,1011.5,
2023-05-24,14.6,12.2,18.9,0,,214,16.6,,1012.5,
2023-05-25,14.5,12.2,18.3,0,,217,18,,1011.7,
2023-05-26,14.9,12.8,18.9,0,,236,18,,1014.3,
2023-05-27,15.1,12.2,20,0,,252,19.8,,1015,
2023-05-28,13.9,12.8,16.1,0,,245,16.2,,1013.5,
2023-05-29,15,12.8,20,0,,217,19.4,,1013.8,
2023-05-30,15.9,13.3,19.4,0,,255,18.4,,1014.7,
2023-05-31,14.6,12.2,18.3,0,,253,21.2,,1012.8,
2023-06-01,14.9,12.2,20,0,,230,17.6,,1012.7,
2023-06-02,14.8,11.1,20,0,,315,18,,1015.2,
2023-06-03,15.2,11.1,21.7,0,,315,16.6,,1013.1,
2023-06-04,15.6,11.7,20.6,0,,306,20.9,,1010.3,
2023-06-05,15.4,12.2,21.1,0,,224,15.5,,1009.3,
2023-06-06,16.9,15.6,20.6,0.3,,206,23,,1010.4,
2023-06-07,17.1,14.4,21.1,0,,227,18.7,,1014.2,
2023-06-08,17.4,13.9,21.1,0,,283,18.7,,1016.7,
2023-06-09,16.3,13.3,18.9,0,,266,19.4,,1016.5,
2023-06-10,14.8,12.8,21.1,0,,280,17.6,,1013,
2023-06-11,15.6,12.8,21.1,0,,231,13.3,,1011.3,
2023-06-12,16.4,13.9,21.1,0,,209,15.8,,1015.5,
2023-06-13,16.9,13.9,21.1,0,,255,16.2,,1016.4,
2023-06-14,16.4,13.9,21.7,0,,287,15.5,,1012.7,
2023-06-15,16.8,13.3,23.9,0,,273,16.2,,1011.9,
2023-06-16,17.4,13.9,22.8,0,,320,16.9,,1014.5,
2023-06-17,17.2,14.4,22.2,0,,298,18.4,,1014.6,
2023-06-18,16.7,13.9,20.6,0,,268,32,,1012.2,
2023-06-19,15.6,12.8,18.9,0,,278,39.6,,1016.1,
2023-06-20,15.4,11.7,20.6,0,,277,25.6,,1019.5,
2023-06-21,14.9,11.7,20,0,,284,21.6,,1016.8,
2023-06-22,15,12.2,20.6,0,,226,16.2,,1014.3,
2023-06-23,16.2,14.4,20,0,,244,18.7,,1017.4,
2023-06-24,15.8,13.9,19.4,0,,270,22.3,,1018.1,
2023-06-25,15.4,12.8,18.3,0,,264,20.9,,1018.9,
2023-06-26,14.7,12.8,18.3,0,,259,22.7,,1016.2,
2023-06-27,14.1,12.2,18.3,0,,258,21.6,,1013.5,
2023-06-28,14,12.2,18.3,0,,270,21.6,,1013.7,
2023-06-29,15.4,12.2,21.7,0,,306,18.7,,1013.3,
2023-06-30,15.7,12.2,21.7,0,,305,21.6,,1012.2,
2023-07-01,16.8,12.2,27.2,0,,311,15.5,,1011.6,
2023-07-02,21.3,15.6,27.2,0,,300,18.7,,1011.1,
2023-07-03,18.9,14.4,22.8,0,,317,16.6,,1012.1,
2023-07-04,16.9,13.3,21.7,0,,295,17.3,,1013.1,
2023-07-05,16.8,13.3,22.8,0,,265,14.4,,1013.9,
2023-07-06,16.7,14.4,20,0,,260,21.2,,1013.6,
2023-07-07,14.8,12.8,17.2,0,,262,26.3,,1013,
2023-07-08,15.2,12.8,18.9,0,,268,35.3,,1013.9,
2023-07-09,14.3,12.8,17.8,0,,270,23,,1015.4,
2023-07-10,15.1,12.2,18.9,0,,288,24.5,,1015.2,
2023-07-11,15.7,12.2,21.7,0,,304,21.6,,1014.6,
2023-07-12,15.2,12.8,18.9,0,,300,22.3,,1016,
2023-07-13,15.8,12.2,22.8,0,,306,23.8,,1015.7,
2023-07-14,16.8,12.8,24.4,0,,319,22,,1014.2,
2023-07-15,16.6,13.3,26.1,0,,317,20.5,,1011.9,
2023-07-16,17.6,13.9,23.9,0,,302,20.2,,1010.5,
2023-07-17,18.5,15.6,23.9,0,,310,18,,1011.2,
2023-07-18,17.4,13.9,21.1,0,,301,23.8,,1013.5,
2023-07-19,16.2,13.9,21.1,0,,300,19.1,,1015.9,
2023-07-20,16.5,12.8,22.8,0,,305,20.2,,1016,
2023-07-21,16.8,13.3,22.8,0,,303,24.1,,1013.3,
2023-07-22,17.6,12.8,26.1,0,,311,21.6,,1010.6,
2023-07-23,17.9,15.6,21.1,0,,300,21.6,,1011.9,
2023-07-24,17.1,13.3,21.1,0,,293,22.7,,1017.2,
2023-07-25,17.4,13.9,24.4,0,,302,24.8,,1016.5,
2023-07-26,17.6,14.4,21.1,0,,297,24.1,,1015,
2023-07-27,16.7,13.9,20.6,0,,285,21.6,,1015.7,
2023-07-28,16.7,13.3,22.2,0,,296,22.3,,1016.2,
2023-07-29,17.1,13.3,21.7,0,,294,24.5,,1017.3,
2023-07-30,16.8,13.3,23.3,0,,293,21.6,,1016,
2023-07-31,17.3,13.9,21.1,0,,299,20.9,,1015.2,
2023-08-01,17.2,14.4,22.2,0,,268,20.2,,1016.3,
2023-08-02,16.8,14.4,19.4,0,,265,21.6,,1017.4,
2023-08-03,16.4,14.4,19.4,0,,272,23.8,,1018.5,
2023-08-04,16.9,14.4,21.7,0,,292,20.9,,1016.5,
2023-08-05,17.3,13.9,23.9,0,,306,20.9,,1015.2,
2023-08-06,18.2,13.9,25,0,,312,19.1,,1014.9,
2023-08-07,19.7,15,26.7,0,,307,18.7,,1013.8,
2023-08-08,17.7,13.9,23.9,0,,278,13.7,,1014.3,
2023-08-09,18.4,14.4,23.9,0,,309,16.9,,1013.1,
2023-08-10,18.5,15,27.2,0,,305,12.2,,1013.4,
2023-08-11,19.6,16.7,25.6,0,,282,16.2,,1015.1,
2023-08-12,18.8,15,23.9,0,,309,17.3,,1015.3,
2023-08-13,18.3,14.4,25.6,0,,301,18.4,,1013.8,
2023-08-14,19,15.6,23.3,0,,310,18.4,,1012.9,
2023-08-15,19.2,15,26.7,0,,306,20.2,,1014.3,
2023-08-16,19,15.6,25,0,,310,20.9,,1013,
2023-08-17,19.1,15.6,23.9,0,,299,21.6,,1010.6,
2023-08-18,20.1,17.2,26.7,0,,287,14.8,,1010.4,
2023-08-19,19.7,16.7,25,0,,317,16.9,,1009.3,
2023-08-20,20.1,16.1,31.7,0,,316,15.1,,1006.1,
2023-08-21,21.3,17.2,23.9,0.8,,202,19.8,,1011.6,
2023-08-22,21.6,17.8,25.6,0,,302,17.3,,1015.1,
2023-08-23,21.3,17.2,31.7,0,,316,14.8,,1012.4,
2023-08-24,23.4,17.8,27.8,0,,295,15.5,,1012.2,
2023-08-25,19.8,16.1,22.2,0,,283,21.2,,1015,
2023-08-26,17.5,15,20.6,0,,286,23.8,,1015.9,
2023-08-27,17.3,14.4,21.1,0,,295,21.6,,1016.4,
2023-08-28,18.2,15,23.3,0,,292,27.7,,1015.1,
2023-08-29,18.6,14.4,24.4,0,,287,23.8,,1014.8,
2023-08-30,21,16.1,32.8,0,,305,14.8,,1010.7,
2023-08-31,19.9,15,24.4,0,,276,19.1,,1007.4,
2023-09-01,18.5,15.6,21.7,0,,249,16.6,,1009.8,
2023-09-02,19.3,17.2,23.3,0,,283,10.1,,1014.8,
2023-09-03,19.5,16.1,23.9,0,,286,17.3,,1017.1,
2023-09-04,18.3,15,21.1,0,,294,20.9,,1014.8,
2023-09-05,18.1,14.4,23.9,0,,304,16.9,,1011.8,
2023-09-06,17.8,13.9,24.4,0,,295,14,,1013.8,
2023-09-07,18.1,14.4,21.7,0,,305,15.8,,1014.4,
2023-09-08,17.4,13.9,24.4,0,,307,16.2,,1016,
2023-09-09,17.3,13.9,23.3,0,,301,21.2,,1017.3,
2023-09-10,16.8,12.8,23.3,0,,298,18.7,,1016.5,
2023-09-11,18.2,15,22.2,0,,294,20.9,,1015,
2023-09-12,18.2,15.6,23.3,0,,282,14,,1014,
2023-09-13,17.7,14.4,23.3,0,,321,13.7,,1013,
2023-09-14,17.4,14.4,23.3,0,,292,12.2,,1013.2,
2023-09-15,18.6,16.1,22.8,0,,268,14.8,,1014.3,
2023-09-16,18.7,17.2,22.8,0,,254,15.1,,1015,
2023-09-17,19.3,16.1,23.9,0,,273,13.7,,1015.6,
2023-09-18,19.4,16.1,23.3,0,,281,15.5,,1015.7,
2023-09-19,18.4,15.6,22.8,0,,280,16.9,,1013.9,
2023-09-20,17.5,14.4,22.8,0,,247,10.4,,1010.6,
2023-09-21,17.6,13.9,23.3,0,,198,9.7,,1011.7,
2023-09-22,17.7,13.9,21.1,0,,285,13,,1015.3,
2023-09-23,16.7,12.8,21.1,0,,290,15.8,,1016.6,
2023-09-24,16.8,12.8,22.8,0,,238,11.2,,1016.5,
2023-09-25,19.1,15,25,0,,194,16.2,,1017.7,
2023-09-26,21.2,17.2,25,0.3,,286,19.8,,1019.6,
2023-09-27,19.2,16.1,24.4,0,,283,24.1,,1017.4,
2023-09-28,18.1,14.4,23.3,0,,283,20.2,,1013.3,
2023-09-29,17.7,15.6,21.1,0,,270,24.5,,1010.5,
2023-09-30,17.2,14.4,19.4,0.5,,272,18,,1009,
2023-10-01,17.3,13.9,23.3,0,,327,10.8,,1011.9,
2023-10-02,16.3,12.8,23.3,0,,302,16.9,,1016.2,
2023-10-03,16.4,12.8,23.9,0,,311,11.9,,1014.9,
2023-10-04,20.9,16.1,32.2,0,,354,3.6,,1013.9,
2023-10-05,24.4,18.3,33.3,0,,348,7.9,,1015.3,
2023-10-06,24.8,18.9,33.3,0,,343,10.1,,1013.6,
2023-10-07,24.6,17.2,32.8,0,,342,13,,1011.3,
2023-10-08,18.6,14.4,20.6,0,,297,22.3,,1011.4,
2023-10-09,16.8,13.9,23.3,0,,215,10.8,,1011.2,
2023-10-10,19.2,15.6,22.8,0,,255,20.2,,1010.1,
2023-10-11,18.2,15,21.7,0,,289,24.1,,1011.5,
2023-10-12,17.3,12.8,25,0,,293,12.6,,1010.5,
2023-10-13,17.7,12.8,23.3,0,,320,10.8,,1011.9,
2023-10-14,18.9,16.1,23.3,0,,335,10.8,,1017.5,
2023-10-15,18.9,13.9,25,0,,311,13.7,,1018.6,
2023-10-16,17.2,13.3,24.4,0,,312,13.3,,1018.7,
2023-10-17,18.7,15,25,0,,297,16.2,,1015.9,
2023-10-18,18.1,14.4,30,0,,339,5.8,,1013.4,
2023-10-19,22.5,16.1,31.1,0,,344,8.6,,1013.2,
2023-10-20,18.9,15.6,22.8,0,,275,10.4,,1014,
2023-10-21,17.8,13.9,22.2,0,,255,11.5,,1012.6,
2023-10-22,18.3,16.7,21.1,0,,202,15.5,,1009.5,
2023-10-23,18.2,15.6,22.2,0,,293,13.7,,1010.3,
2023-10-24,16.4,13.9,21.7,0,,272,14.8,,1011.4,
2023-10-25,15.9,14.4,20,0,,277,19.4,,1015.8,
2023-10-26,15.1,10,19.4,0,,304,16.2,,1019.3,
2023-10-27,13.8,10,18.3,0,,280,17.6,,1019.4,
2023-10-28,14.4,9.4,21.1,0,,304,13.7,,1019.9,
2023-10-29,17.1,10,23.3,0,,341,11.5,,1020.8,
2023-10-30,15.7,10,23.3,0,,342,5.4,,1020.9,
